metadata_vote_id,vote_type,voting_id,aktør_id,metadata_opdateringsdato
1481555,1,5973,1256,2018-02-16T10:35:23.003
1481556,1,5973,5593,2018-02-16T10:35:23.003
1481557,3,5973,663,2021-01-28T21:27:39.77
1481558,1,5973,265,2018-02-16T10:35:23.003
1481559,3,5973,1731,2021-01-28T21:27:39.777
1481560,1,5973,1393,2018-02-16T10:35:23.003
1481561,1,5973,7633,2018-02-16T10:35:23.003
1481562,1,5973,1444,2018-02-16T10:35:23.003
1481563,1,5973,1718,2018-02-16T10:35:23.003
1481564,1,5973,1883,2018-02-16T10:35:23.003
1481565,1,5973,1234,2018-02-16T10:35:23.003
1481566,1,5973,1067,2018-02-16T10:35:23.003
1481567,3,5973,676,2021-01-28T21:27:39.78
1481568,3,5973,1431,2021-01-28T21:27:39.787
1481569,1,5973,679,2018-02-16T10:35:23.003
1481570,3,5973,677,2021-01-28T21:27:39.79
1481571,1,5973,1811,2018-02-16T10:35:23.003
1481572,3,5973,1818,2021-01-28T21:27:39.797
1481573,1,5973,64,2018-02-16T10:35:23.003
1481574,3,5973,28,2021-01-28T21:27:39.8
1481575,1,5973,1817,2018-02-16T10:35:23.003
1481576,1,5973,657,2018-02-16T10:35:23.003
1481577,1,5973,386,2018-02-16T10:35:23.003
1481578,1,5973,1771,2018-02-16T10:35:23.003
1481579,1,5973,1814,2018-02-16T10:35:23.003
1481580,1,5973,257,2018-02-16T10:35:23.003
1481581,3,5973,141,2021-01-28T21:27:39.807
1481582,1,5973,217,2018-02-16T10:35:23.003
1481583,3,5973,384,2021-01-28T21:27:39.81
1481584,1,5973,1831,2018-02-16T10:35:23.003
1481585,1,5973,646,2018-02-16T10:35:23.003
1481586,1,5973,1636,2018-02-16T10:35:23.003
1481587,1,5973,951,2018-02-16T10:35:23.003
1481588,1,5973,645,2018-02-16T10:35:23.003
1481589,3,5973,1880,2021-01-28T21:27:39.82
1481590,1,5973,83,2018-02-16T10:35:23.003
1481591,1,5973,1879,2018-02-16T10:35:23.003
1481592,1,5973,245,2018-02-16T10:35:23.003
1481593,1,5973,1760,2018-02-16T10:35:23.003
1481594,3,5973,1770,2021-01-28T21:27:39.823
1481595,1,5973,1830,2018-02-16T10:35:23.003
1481596,3,5973,1824,2021-01-28T21:27:39.83
1481597,1,5973,1951,2018-02-16T10:35:23.003
1481598,1,5973,665,2018-02-16T10:35:23.003
1481599,1,5973,1023,2018-02-16T10:35:23.003
1481600,3,5973,153,2021-01-28T21:27:39.833
1481601,3,5973,279,2021-01-28T21:27:39.84
1481602,1,5973,1730,2018-02-16T10:35:23.003
1481603,1,5973,33,2018-02-16T10:35:23.003
1481604,1,5973,662,2018-02-16T10:35:23.003
1481605,3,5973,1753,2021-01-28T21:27:39.85
1481606,1,5973,666,2018-02-16T10:35:23.003
1481607,1,5973,1115,2018-02-16T10:35:23.003
1481608,1,5973,1124,2018-02-16T10:35:23.003
1481609,3,5973,1219,2021-01-28T21:27:39.857
1481610,3,5973,1829,2021-01-28T21:27:39.863
1481611,1,5973,1804,2018-02-16T10:35:23.003
1481612,3,5973,918,2021-01-28T21:27:39.87
1481613,3,5973,680,2021-01-28T21:27:39.873
1481614,3,5973,671,2021-01-28T21:27:39.88
1481615,1,5973,206,2018-02-16T10:35:23.003
1481616,1,5973,1744,2018-02-16T10:35:23.003
1481617,1,5973,234,2018-02-16T10:35:23.003
1481618,1,5973,145,2018-02-16T10:35:23.003
1481619,1,5973,661,2018-02-16T10:35:23.003
1481620,3,5973,172,2021-01-28T21:27:39.887
1481621,3,5973,725,2021-01-28T21:27:39.89
1481622,1,5973,1353,2018-02-16T10:35:23.003
1481623,1,5973,125,2018-02-16T10:35:23.003
1481624,1,5973,1768,2018-02-16T10:35:23.003
1481625,1,5973,675,2018-02-16T10:35:23.003
1481626,1,5973,1757,2018-02-16T10:35:23.003
1481627,1,5973,1280,2018-02-16T10:35:23.003
1481628,1,5973,1299,2018-02-16T10:35:23.003
1481629,3,5973,1556,2021-01-28T21:27:39.897
1481630,3,5973,1769,2021-01-28T21:27:39.903
1481631,1,5973,48,2018-02-16T10:35:23.003
1481632,1,5973,226,2018-02-16T10:35:23.003
1481633,1,5973,1319,2018-02-16T10:35:23.003
1481634,3,5973,182,2021-01-28T21:27:39.907
1481635,1,5973,1761,2018-02-16T10:35:23.003
1481636,1,5973,3042,2018-02-16T10:35:23.003
1481637,1,5973,1740,2018-02-16T10:35:23.003
1481638,1,5973,348,2018-02-16T10:35:23.003
1481639,3,5973,1767,2021-01-28T21:27:39.913
1481640,1,5973,1094,2018-02-16T10:35:23.003
1481641,1,5973,379,2018-02-16T10:35:23.003
1481642,1,5973,1250,2018-02-16T10:35:23.003
1481643,1,5973,296,2018-02-16T10:35:23.003
1481644,1,5973,1822,2018-02-16T10:35:23.003
1481645,1,5973,212,2018-02-16T10:35:23.003
1481646,3,5973,106,2021-01-28T21:27:39.92
1481647,1,5973,1791,2018-02-16T10:35:23.003
1481648,1,5973,1749,2018-02-16T10:35:23.003
1481649,1,5973,1558,2018-02-16T10:35:23.003
1481650,1,5973,12,2018-02-16T10:35:23.003
1481651,1,5973,1916,2018-02-16T10:35:23.003
1481652,1,5973,1774,2018-02-16T10:35:23.003
1481653,1,5973,1747,2018-02-16T10:35:23.003
1482728,4,5977,1886,2021-01-28T21:27:39.923
1482729,4,5977,1039,2021-01-28T21:27:39.93
1482730,4,5977,220,2021-01-28T21:27:39.937
1482731,1,5977,183,2018-02-16T11:14:53.763
1482732,4,5977,198,2021-01-28T21:27:39.94
1482733,1,5977,648,2018-02-16T11:14:53.763
1482734,3,5977,1325,2021-01-28T21:27:39.95
1482735,3,5977,94,2021-01-28T21:27:39.957
1482736,3,5977,664,2021-01-28T21:27:39.963
1482737,3,5977,77,2021-01-28T21:27:39.97
1482738,1,5977,1885,2018-02-16T11:14:53.763
1482739,1,5977,1371,2018-02-16T11:14:53.763
1482740,3,5977,1790,2021-01-28T21:27:39.977
1482741,1,5977,216,2018-02-16T11:14:53.763
1482742,1,5977,211,2018-02-16T11:14:53.763
1482743,3,5977,108,2021-01-28T21:27:39.983
1482744,3,5977,1805,2021-01-28T21:27:39.99
1482745,1,5977,131,2018-02-16T11:14:53.763
1482746,3,5977,1746,2021-01-28T21:27:39.997
1482747,1,5977,1433,2018-02-16T11:14:53.763
1482748,4,5977,1623,2021-01-28T21:27:40.003
1482749,3,5977,138,2021-01-28T21:27:40.01
1482750,1,5977,1047,2018-02-16T11:14:53.763
1482751,3,5977,1845,2021-01-28T21:27:40.017
1482752,4,5977,794,2021-01-28T21:27:40.023
1482753,4,5977,1911,2021-01-28T21:27:40.03
1482754,3,5977,1256,2021-01-28T21:27:40.033
1482755,3,5977,5593,2021-01-28T21:27:40.04
1482756,3,5977,663,2021-01-28T21:27:40.043
1482757,3,5977,265,2021-01-28T21:27:40.05
1482758,3,5977,1731,2021-01-28T21:27:40.057
1482759,3,5977,1393,2021-01-28T21:27:40.063
1482760,4,5977,7633,2021-01-28T21:27:40.07
1482761,1,5977,1821,2018-02-16T11:14:53.763
1482762,3,5977,1398,2021-01-28T21:27:40.073
1482763,3,5977,1755,2021-01-28T21:27:40.08
1482764,4,5977,1470,2021-01-28T21:27:40.09
1482765,1,5977,49,2018-02-16T11:14:53.763
1482766,4,5977,1455,2021-01-28T21:27:40.093
1482767,3,5977,1463,2021-01-28T21:27:40.1
1482768,4,5977,1751,2021-01-28T21:27:40.107
1482769,3,5977,1495,2021-01-28T21:27:40.11
1482770,1,5977,350,2018-02-16T11:14:53.763
1482771,4,5977,1727,2021-01-28T21:27:40.117
1482772,1,5977,149,2018-02-16T11:14:53.763
1482773,4,5977,856,2021-01-28T21:27:40.12
1482774,4,5977,1778,2021-01-28T21:27:40.127
1482775,4,5977,1881,2021-01-28T21:27:40.13
1482776,1,5977,647,2018-02-16T11:14:53.763
1482777,4,5977,351,2021-01-28T21:27:40.14
1482778,3,5977,258,2021-01-28T21:27:40.15
1482779,3,5977,126,2021-01-28T21:27:40.153
1482780,4,5977,8319,2021-01-28T21:27:40.16
1482781,1,5977,164,2018-02-16T11:14:53.763
1482782,1,5977,1779,2018-02-16T11:14:53.763
1482783,3,5977,1793,2021-01-28T21:27:40.17
1482784,4,5977,1891,2021-01-28T21:27:40.173
1482785,4,5977,1444,2021-01-28T21:27:40.183
1482786,1,5977,1718,2018-02-16T11:14:53.763
1482787,4,5977,1883,2021-01-28T21:27:40.19
1482788,4,5977,1234,2021-01-28T21:27:40.197
1482789,1,5977,364,2018-02-16T11:14:53.763
1482790,3,5977,660,2021-01-28T21:27:40.203
1482791,3,5977,1833,2021-01-28T21:27:40.21
1482792,1,5977,1461,2018-02-16T11:14:53.763
1482793,3,5977,678,2021-01-28T21:27:40.213
1482794,2,5977,920,2018-02-16T11:14:53.763
1482795,1,5977,1759,2018-02-16T11:14:53.763
1482796,4,5977,55,2021-01-28T21:27:40.22
1482797,1,5977,1792,2018-02-16T11:14:53.763
1482798,4,5977,1773,2021-01-28T21:27:40.223
1482799,3,5977,669,2021-01-28T21:27:40.23
1482800,3,5977,271,2021-01-28T21:27:40.237
1482801,4,5977,652,2021-01-28T21:27:40.243
1482802,3,5977,1850,2021-01-28T21:27:40.25
1482803,1,5977,1815,2018-02-16T11:14:53.763
1482804,4,5977,1752,2021-01-28T21:27:40.253
1482805,3,5977,670,2021-01-28T21:27:40.26
1482806,3,5977,1912,2021-01-28T21:27:40.267
1482807,4,5977,1447,2021-01-28T21:27:40.27
1482808,4,5977,668,2021-01-28T21:27:40.277
1482809,3,5977,1844,2021-01-28T21:27:40.28
1482810,1,5977,1823,2018-02-16T11:14:53.763
1482811,3,5977,1882,2021-01-28T21:27:40.287
1482812,3,5977,252,2021-01-28T21:27:40.29
1482813,3,5977,672,2021-01-28T21:27:40.297
1482814,4,5977,280,2021-01-28T21:27:40.303
1482815,1,5977,1777,2018-02-16T11:14:53.763
1482816,3,5977,235,2021-01-28T21:27:40.31
1482817,1,5977,1739,2018-02-16T11:14:53.763
1482818,4,5977,1557,2021-01-28T21:27:40.313
1482819,1,5977,1745,2018-02-16T11:14:53.763
1482820,1,5977,676,2018-02-16T11:14:53.763
1482821,1,5977,1431,2018-02-16T11:14:53.763
1482822,4,5977,679,2021-01-28T21:27:40.32
1482823,1,5977,677,2018-02-16T11:14:53.763
1482824,1,5977,1811,2018-02-16T11:14:53.763
1482825,1,5977,1818,2018-02-16T11:14:53.763
1482826,1,5977,64,2018-02-16T11:14:53.763
1482827,4,5977,28,2021-01-28T21:27:40.327
1482828,1,5977,1817,2018-02-16T11:14:53.763
1482829,1,5977,657,2018-02-16T11:14:53.763
1482830,4,5977,386,2021-01-28T21:27:40.333
1482831,1,5977,1771,2018-02-16T11:14:53.763
1482832,1,5977,1814,2018-02-16T11:14:53.763
1482833,4,5977,257,2021-01-28T21:27:40.34
1482834,3,5977,141,2021-01-28T21:27:40.347
1482835,1,5977,217,2018-02-16T11:14:53.763
1482836,3,5977,384,2021-01-28T21:27:40.353
1482837,3,5977,1831,2021-01-28T21:27:40.36
1482838,1,5977,646,2018-02-16T11:14:53.763
1482839,3,5977,1636,2021-01-28T21:27:40.367
1482840,3,5977,951,2021-01-28T21:27:40.373
1482841,1,5977,645,2018-02-16T11:14:53.763
1482842,3,5977,1880,2021-01-28T21:27:40.38
1482843,3,5977,83,2021-01-28T21:27:40.383
1482844,4,5977,1879,2021-01-28T21:27:40.387
1482845,1,5977,245,2018-02-16T11:14:53.763
1482846,1,5977,1760,2018-02-16T11:14:53.763
1482847,4,5977,1770,2021-01-28T21:27:40.393
1482848,4,5977,1830,2021-01-28T21:27:40.397
1482849,3,5977,1824,2021-01-28T21:27:40.403
1482850,1,5977,665,2018-02-16T11:14:53.763
1482851,4,5977,1023,2021-01-28T21:27:40.41
1482852,3,5977,153,2021-01-28T21:27:40.413
1482853,1,5977,279,2018-02-16T11:14:53.763
1482854,3,5977,1730,2021-01-28T21:27:40.423
1482855,3,5977,33,2021-01-28T21:27:40.43
1482856,1,5977,193,2018-02-16T11:14:53.763
1482857,3,5977,662,2021-01-28T21:27:40.437
1482858,3,5977,1753,2021-01-28T21:27:40.443
1482859,4,5977,666,2021-01-28T21:27:40.45
1482860,1,5977,1115,2018-02-16T11:14:53.763
1482861,3,5977,1219,2021-01-28T21:27:40.457
1482862,3,5977,1829,2021-01-28T21:27:40.463
1482863,3,5977,1804,2021-01-28T21:27:40.47
1482864,1,5977,918,2018-02-16T11:14:53.763
1482865,3,5977,680,2021-01-28T21:27:40.473
1482866,3,5977,671,2021-01-28T21:27:40.48
1482867,1,5977,206,2018-02-16T11:14:53.763
1482868,3,5977,1744,2021-01-28T21:27:40.483
1482869,3,5977,234,2021-01-28T21:27:40.493
1482870,3,5977,145,2021-01-28T21:27:40.5
1482871,1,5977,661,2018-02-16T11:14:53.763
1482872,3,5977,172,2021-01-28T21:27:40.503
1482873,1,5977,725,2018-02-16T11:14:53.763
1482874,4,5977,1353,2021-01-28T21:27:40.51
1482875,3,5977,125,2021-01-28T21:27:40.513
1482876,4,5977,1768,2021-01-28T21:27:40.52
1482877,3,5977,675,2021-01-28T21:27:40.527
1482878,1,5977,1757,2018-02-16T11:14:53.763
1482879,4,5977,1280,2021-01-28T21:27:40.533
1482880,1,5977,1299,2018-02-16T11:14:53.763
1482881,4,5977,1556,2021-01-28T21:27:40.537
1482882,1,5977,1769,2018-02-16T11:14:53.763
1482883,3,5977,48,2021-01-28T21:27:40.543
1482884,4,5977,226,2021-01-28T21:27:40.55
1482885,4,5977,1319,2021-01-28T21:27:40.557
1482886,1,5977,182,2018-02-16T11:14:53.763
1482887,3,5977,176,2021-01-28T21:27:40.56
1482888,1,5977,1761,2018-02-16T11:14:53.763
1482889,3,5977,3042,2021-01-28T21:27:40.563
1482890,1,5977,1740,2018-02-16T11:14:53.763
1482891,4,5977,348,2021-01-28T21:27:40.57
1482892,3,5977,1767,2021-01-28T21:27:40.573
1482893,4,5977,1094,2021-01-28T21:27:40.58
1482894,3,5977,379,2021-01-28T21:27:40.583
1482895,4,5977,1250,2021-01-28T21:27:40.59
1482896,3,5977,296,2021-01-28T21:27:40.593
1482897,3,5977,1822,2021-01-28T21:27:40.6
1482898,1,5977,212,2018-02-16T11:14:53.763
1482899,4,5977,106,2021-01-28T21:27:40.607
1482900,1,5977,1791,2018-02-16T11:14:53.763
1482901,1,5977,1749,2018-02-16T11:14:53.763
1482902,3,5977,1558,2021-01-28T21:27:40.61
1482903,3,5977,12,2021-01-28T21:27:40.617
1482904,1,5977,1916,2018-02-16T11:14:53.763
1482905,1,5977,1774,2018-02-16T11:14:53.763
1482906,4,5977,1747,2021-01-28T21:27:40.62
1482907,1,5978,1886,2018-02-16T11:15:02.057
1482908,1,5978,1039,2018-02-16T11:15:02.057
1482909,1,5978,220,2018-02-16T11:15:02.057
1482910,1,5978,183,2018-02-16T11:15:02.057
1482911,3,5978,198,2021-01-28T21:27:40.627
1482912,1,5978,648,2018-02-16T11:15:02.057
1482913,3,5978,1821,2021-01-28T21:27:40.643
1482914,3,5978,1398,2021-01-28T21:27:40.65
1482915,1,5978,1755,2018-02-16T11:15:02.057
1482916,3,5978,1470,2021-01-28T21:27:40.657
1482917,3,5978,49,2021-01-28T21:27:40.663
1482918,3,5978,1455,2021-01-28T21:27:40.67
1482919,3,5978,1463,2021-01-28T21:27:40.673
1482920,1,5978,1751,2018-02-16T11:15:02.057
1482921,3,5978,1495,2021-01-28T21:27:40.68
1482922,1,5978,350,2018-02-16T11:15:02.057
1482923,3,5978,1727,2021-01-28T21:27:40.683
1482924,1,5978,149,2018-02-16T11:15:02.057
1482925,3,5978,856,2021-01-28T21:27:40.69
1482926,3,5978,1778,2021-01-28T21:27:40.697
1482927,1,5978,1881,2018-02-16T11:15:02.057
1482928,1,5978,647,2018-02-16T11:15:02.057
1482929,3,5978,351,2021-01-28T21:27:40.7
1482930,1,5978,258,2018-02-16T11:15:02.057
1482931,3,5978,126,2021-01-28T21:27:40.71
1482932,1,5978,8319,2018-02-16T11:15:02.057
1482933,1,5978,164,2018-02-16T11:15:02.057
1482934,1,5978,1779,2018-02-16T11:15:02.057
1482935,3,5978,1793,2021-01-28T21:27:40.713
1482936,1,5978,1891,2018-02-16T11:15:02.057
1482937,3,5978,1325,2021-01-28T21:27:40.72
1482938,3,5978,1393,2021-01-28T21:27:40.723
1482939,3,5978,7633,2021-01-28T21:27:40.73
1482940,1,5978,1444,2018-02-16T11:15:02.057
1482941,3,5978,1718,2021-01-28T21:27:40.737
1482942,3,5978,1883,2021-01-28T21:27:40.74
1482943,1,5978,1234,2018-02-16T11:15:02.057
1482944,3,5978,364,2021-01-28T21:27:40.75
1482945,3,5978,660,2021-01-28T21:27:40.753
1482946,3,5978,1833,2021-01-28T21:27:40.76
1482947,1,5978,1461,2018-02-16T11:15:02.057
1482948,1,5978,678,2018-02-16T11:15:02.057
1482949,1,5978,920,2018-02-16T11:15:02.057
1482950,1,5978,1759,2018-02-16T11:15:02.057
1482951,3,5978,55,2021-01-28T21:27:40.77
1482952,1,5978,1792,2018-02-16T11:15:02.057
1482953,1,5978,1773,2018-02-16T11:15:02.057
1482954,1,5978,669,2018-02-16T11:15:02.057
1482955,3,5978,271,2021-01-28T21:27:40.773
1482956,1,5978,652,2018-02-16T11:15:02.057
1482957,1,5978,1850,2018-02-16T11:15:02.057
1482958,1,5978,1815,2018-02-16T11:15:02.057
1482959,1,5978,1752,2018-02-16T11:15:02.057
1482960,3,5978,670,2021-01-28T21:27:40.78
1482961,1,5978,1912,2018-02-16T11:15:02.057
1482962,1,5978,1447,2018-02-16T11:15:02.057
1482963,1,5978,668,2018-02-16T11:15:02.057
1482964,1,5978,1844,2018-02-16T11:15:02.057
1482965,1,5978,1823,2018-02-16T11:15:02.057
1482966,3,5978,1882,2021-01-28T21:27:40.783
1482967,3,5978,252,2021-01-28T21:27:40.793
1482968,3,5978,672,2021-01-28T21:27:40.797
1482969,1,5978,280,2018-02-16T11:15:02.057
1482970,1,5978,94,2018-02-16T11:15:02.057
1482971,1,5978,664,2018-02-16T11:15:02.057
1482972,3,5978,77,2021-01-28T21:27:40.803
1482973,1,5978,1885,2018-02-16T11:15:02.057
1482974,3,5978,1371,2021-01-28T21:27:40.81
1482975,3,5978,1790,2021-01-28T21:27:40.813
1482976,1,5978,216,2018-02-16T11:15:02.057
1482977,3,5978,211,2021-01-28T21:27:40.82
1482978,1,5978,108,2018-02-16T11:15:02.057
1482979,1,5978,1805,2018-02-16T11:15:02.057
1482980,3,5978,131,2021-01-28T21:27:40.827
1482981,1,5978,1746,2018-02-16T11:15:02.057
1482982,1,5978,1433,2018-02-16T11:15:02.057
1482983,3,5978,1623,2021-01-28T21:27:40.833
1482984,3,5978,138,2021-01-28T21:27:40.84
1482985,1,5978,1047,2018-02-16T11:15:02.057
1482986,3,5978,1845,2021-01-28T21:27:40.85
1482987,1,5978,794,2018-02-16T11:15:02.057
1482988,1,5978,1911,2018-02-16T11:15:02.057
1482989,1,5978,1256,2018-02-16T11:15:02.057
1482990,1,5978,5593,2018-02-16T11:15:02.057
1482991,3,5978,663,2021-01-28T21:27:40.857
1482992,3,5978,265,2021-01-28T21:27:40.863
1482993,3,5978,1731,2021-01-28T21:27:40.867
1482994,3,5978,1777,2021-01-28T21:27:40.873
1482995,3,5978,235,2021-01-28T21:27:40.877
1482996,1,5978,1739,2018-02-16T11:15:02.057
1482997,1,5978,1557,2018-02-16T11:15:02.057
1482998,3,5978,1745,2021-01-28T21:27:40.88
1482999,3,5978,676,2021-01-28T21:27:40.887
1483000,1,5978,1431,2018-02-16T11:15:02.057
1483001,1,5978,679,2018-02-16T11:15:02.057
1483002,3,5978,677,2021-01-28T21:27:40.893
1483003,3,5978,1811,2021-01-28T21:27:40.9
1483004,3,5978,1818,2021-01-28T21:27:40.903
1483005,3,5978,64,2021-01-28T21:27:40.91
1483006,1,5978,28,2018-02-16T11:15:02.057
1483007,1,5978,1817,2018-02-16T11:15:02.057
1483008,1,5978,657,2018-02-16T11:15:02.057
1483009,3,5978,386,2021-01-28T21:27:40.917
1483010,1,5978,1771,2018-02-16T11:15:02.057
1483011,1,5978,1814,2018-02-16T11:15:02.057
1483012,1,5978,257,2018-02-16T11:15:02.057
1483013,3,5978,141,2021-01-28T21:27:40.927
1483014,1,5978,217,2018-02-16T11:15:02.057
1483015,3,5978,384,2021-01-28T21:27:40.93
1483016,1,5978,1831,2018-02-16T11:15:02.057
1483017,3,5978,646,2021-01-28T21:27:40.937
1483018,3,5978,1636,2021-01-28T21:27:40.943
1483019,3,5978,951,2021-01-28T21:27:40.953
1483020,1,5978,645,2018-02-16T11:15:02.06
1483021,1,5978,1880,2018-02-16T11:15:02.06
1483022,3,5978,83,2021-01-28T21:27:40.96
1483023,1,5978,1879,2018-02-16T11:15:02.06
1483024,1,5978,245,2018-02-16T11:15:02.06
1483025,1,5978,1760,2018-02-16T11:15:02.06
1483026,1,5978,1770,2018-02-16T11:15:02.06
1483027,3,5978,1830,2021-01-28T21:27:40.963
1483028,1,5978,1824,2018-02-16T11:15:02.06
1483029,3,5978,665,2021-01-28T21:27:40.97
1483030,1,5978,1023,2018-02-16T11:15:02.06
1483031,3,5978,153,2021-01-28T21:27:40.973
1483032,3,5978,279,2021-01-28T21:27:40.98
1483033,3,5978,1730,2021-01-28T21:27:40.983
1483034,3,5978,33,2021-01-28T21:27:40.99
1483035,1,5978,193,2018-02-16T11:15:02.06
1483036,1,5978,662,2018-02-16T11:15:02.06
1483037,3,5978,1753,2021-01-28T21:27:40.997
1483038,1,5978,666,2018-02-16T11:15:02.06
1483039,3,5978,1115,2021-01-28T21:27:41.003
1483040,3,5978,1219,2021-01-28T21:27:41.007
1483041,1,5978,1829,2018-02-16T11:15:02.06
1483042,3,5978,1804,2021-01-28T21:27:41.013
1483043,1,5978,918,2018-02-16T11:15:02.06
1483044,1,5978,680,2018-02-16T11:15:02.06
1483045,1,5978,671,2018-02-16T11:15:02.06
1483046,1,5978,206,2018-02-16T11:15:02.06
1483047,1,5978,1744,2018-02-16T11:15:02.06
1483048,3,5978,234,2021-01-28T21:27:41.017
1483049,3,5978,145,2021-01-28T21:27:41.023
1483050,1,5978,661,2018-02-16T11:15:02.06
1483051,3,5978,172,2021-01-28T21:27:41.027
1483052,1,5978,725,2018-02-16T11:15:02.06
1483053,1,5978,1353,2018-02-16T11:15:02.06
1483054,3,5978,125,2021-01-28T21:27:41.033
1483055,1,5978,1768,2018-02-16T11:15:02.06
1483056,3,5978,675,2021-01-28T21:27:41.037
1483057,1,5978,1757,2018-02-16T11:15:02.06
1483058,1,5978,1280,2018-02-16T11:15:02.06
1483059,3,5978,1299,2021-01-28T21:27:41.043
1483060,3,5978,1556,2021-01-28T21:27:41.05
1483061,1,5978,1769,2018-02-16T11:15:02.06
1483062,3,5978,48,2021-01-28T21:27:41.053
1483063,1,5978,226,2018-02-16T11:15:02.06
1483064,3,5978,1319,2021-01-28T21:27:41.06
1483065,1,5978,182,2018-02-16T11:15:02.06
1483066,1,5978,176,2018-02-16T11:15:02.06
1483067,1,5978,1761,2018-02-16T11:15:02.06
1483068,3,5978,3042,2021-01-28T21:27:41.067
1483069,1,5978,1740,2018-02-16T11:15:02.06
1483070,3,5978,348,2021-01-28T21:27:41.07
1483071,1,5978,1767,2018-02-16T11:15:02.06
1483072,1,5978,1094,2018-02-16T11:15:02.06
1483073,1,5978,379,2018-02-16T11:15:02.06
1483074,1,5978,1250,2018-02-16T11:15:02.06
