source,target,weight,total_votes_agreed,total_votes_shared,source_party,target_party,period,topic
Søren Espersen,Lone Loklindt,0.53125,17,32,Danmarksdemokraterne,Radikale Venstre,68,klima
Søren Espersen,Eigil Andersen,0.5769230769230769,15,26,Danmarksdemokraterne,Socialistisk Folkeparti,68,klima
Søren Espersen,Jan Johansen,0.5357142857142857,15,28,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Liv Holm Andersen,0.5517241379310345,16,29,Danmarksdemokraterne,Radikale Venstre,68,klima
Søren Espersen,Karina Adsbøl,1.0,34,34,Danmarksdemokraterne,Danmarksdemokraterne,68,klima
Søren Espersen,Nicolai Wammen,0.5,2,4,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Christine Antorini,0.38461538461538464,5,13,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Holger K. Nielsen,0.5,12,24,Danmarksdemokraterne,Socialistisk Folkeparti,68,klima
Søren Espersen,Henning Hyllested,0.6538461538461539,17,26,Danmarksdemokraterne,Enhedslisten,68,klima
Søren Espersen,Karen Hækkerup (udpeget af S),0.4444444444444444,8,18,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Karin Nødgaard,1.0,20,20,Danmarksdemokraterne,Dansk Folkeparti,68,klima
Søren Espersen,Rasmus Helveg Petersen,0.46153846153846156,12,26,Danmarksdemokraterne,Radikale Venstre,68,klima
Søren Espersen,Nick Hækkerup,0.3333333333333333,2,6,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Merete Riisager,0.6153846153846154,8,13,Danmarksdemokraterne,Liberal Alliance,68,klima
Søren Espersen,Mette Reissmann,0.5625,18,32,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Marie Krarup,1.0,24,24,Danmarksdemokraterne,Uden for folketingsgrupperne,68,klima
Søren Espersen,Hans Kristian Skibby,1.0,25,25,Danmarksdemokraterne,Danmarksdemokraterne,68,klima
Søren Espersen,Steen Gade,0.5652173913043478,13,23,Danmarksdemokraterne,Socialistisk Folkeparti,68,klima
Søren Espersen,Anne Sina,0.3333333333333333,3,9,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Rosa Lund,0.7058823529411765,12,17,Danmarksdemokraterne,Enhedslisten,68,klima
Søren Espersen,Morten Østergaard,0.4,4,10,Danmarksdemokraterne,Radikale Venstre,68,klima
Søren Espersen,Kim Christiansen,1.0,23,23,Danmarksdemokraterne,Dansk Folkeparti,68,klima
Søren Espersen,Lene Espersen,0.6875,11,16,Danmarksdemokraterne,Det Konservative Folkeparti,68,klima
Søren Espersen,Christian Friis Bach,0.4666666666666667,7,15,Danmarksdemokraterne,Venstre,68,klima
Søren Espersen,Mette Frederiksen,0.7368421052631579,14,19,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Ida Auken,0.5,12,24,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Per Stig Møller,0.5714285714285714,12,21,Danmarksdemokraterne,Det Konservative Folkeparti,68,klima
Søren Espersen,Villum Christensen,0.6190476190476191,13,21,Danmarksdemokraterne,Liberal Alliance,68,klima
Søren Espersen,Lars Dohn,0.7,21,30,Danmarksdemokraterne,Enhedslisten,68,klima
Søren Espersen,Ellen Trane Nørby,0.6666666666666666,8,12,Danmarksdemokraterne,Venstre,68,klima
Søren Espersen,Martin Henriksen (udpeget af DF),1.0,10,10,Danmarksdemokraterne,Dansk Folkeparti,68,klima
Søren Espersen,Søren Pind,0.5454545454545454,6,11,Danmarksdemokraterne,Venstre,68,klima
Søren Espersen,Marianne Jelved,0.5625,9,16,Danmarksdemokraterne,Radikale Venstre,68,klima
Søren Espersen,Jakob Engel-Schmidt,0.6666666666666666,8,12,Danmarksdemokraterne,Moderaterne,68,klima
Søren Espersen,Pernille Skipper,0.7142857142857143,10,14,Danmarksdemokraterne,Enhedslisten,68,klima
Søren Espersen,Martin Geertsen,0.5652173913043478,13,23,Danmarksdemokraterne,Venstre,68,klima
Søren Espersen,Pia Olsen Dyhr,0.5833333333333334,14,24,Danmarksdemokraterne,Socialistisk Folkeparti,68,klima
Søren Espersen,Peter Skaarup,1.0,9,9,Danmarksdemokraterne,Danmarksdemokraterne,68,klima
Søren Espersen,Kristian Thulesen Dahl,1.0,4,4,Danmarksdemokraterne,Uden for folketingsgrupperne,68,klima
Søren Espersen,Carsten Hansen,0.625,15,24,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Margrethe Vestager,0.46153846153846156,6,13,Danmarksdemokraterne,Radikale Venstre,68,klima
Søren Espersen,Simon Emil Ammitzbøll-Bille,0.5384615384615384,7,13,Danmarksdemokraterne,Uden for folketingsgrupperne,68,klima
Søren Espersen,Helle Thorning-Schmidt,0.2,1,5,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Lars Barfoed,0.7368421052631579,14,19,Danmarksdemokraterne,Det Konservative Folkeparti,68,klima
Søren Espersen,Mogens Jensen,0.5714285714285714,4,7,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Sofie Carsten Nielsen,0.5769230769230769,15,26,Danmarksdemokraterne,Radikale Venstre,68,klima
Søren Espersen,Andreas Steenberg,0.5652173913043478,13,23,Danmarksdemokraterne,Radikale Venstre,68,klima
Søren Espersen,Hans Andersen,0.6551724137931034,19,29,Danmarksdemokraterne,Venstre,68,klima
Søren Espersen,Anni Matthiesen,0.6666666666666666,16,24,Danmarksdemokraterne,Venstre,68,klima
Søren Espersen,Pernille Rosenkrantz-Theil,0.5882352941176471,10,17,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Per Clausen,0.6190476190476191,13,21,Danmarksdemokraterne,Enhedslisten,68,klima
Søren Espersen,Jacob Jensen,0.8,4,5,Danmarksdemokraterne,Venstre,68,klima
Søren Espersen,Michael Aastrup Jensen,1.0,1,1,Danmarksdemokraterne,Venstre,68,klima
Søren Espersen,Sara Olsvig,1.0,1,1,Danmarksdemokraterne,Inuit Ataqatigiit,68,klima
Søren Espersen,Annette Lind,1.0,1,1,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Inger Støjberg,1.0,1,1,Danmarksdemokraterne,Danmarksdemokraterne,68,klima
Søren Espersen,Bent Bøgsted,1.0,1,1,Danmarksdemokraterne,Danmarksdemokraterne,68,klima
Søren Espersen,Lennart Damsbo-Andersen,1.0,1,1,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Julie Skovsby,1.0,1,1,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Mai Mercado,1.0,1,1,Danmarksdemokraterne,Det Konservative Folkeparti,68,klima
Søren Espersen,Thyra Frank,1.0,1,1,Danmarksdemokraterne,Liberal Alliance,68,klima
Søren Espersen,Zenia Stampe,1.0,1,1,Danmarksdemokraterne,Radikale Venstre,68,klima
Søren Espersen,Fatma Øktem,1.0,1,1,Danmarksdemokraterne,Venstre,68,klima
Søren Espersen,Karsten Nonbo,1.0,1,1,Danmarksdemokraterne,Venstre,68,klima
Søren Espersen,Pernille Vigsø Bagge,1.0,1,1,Danmarksdemokraterne,Socialistisk Folkeparti,68,klima
Søren Espersen,Mette Gjerskov,1.0,1,1,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Anne Baastrup,1.0,1,1,Danmarksdemokraterne,Socialistisk Folkeparti,68,klima
Søren Espersen,Jane Heitmann,1.0,1,1,Danmarksdemokraterne,Venstre,68,klima
Søren Espersen,Thomas Jensen,1.0,1,1,Danmarksdemokraterne,Socialdemokratiet,68,klima
Søren Espersen,Jonas Dahl,1.0,1,1,Danmarksdemokraterne,Socialistisk Folkeparti,68,klima
Søren Espersen,Troels Lund Poulsen,1.0,1,1,Danmarksdemokraterne,Venstre,68,klima
Søren Espersen,Jakob Ellemann-Jensen,1.0,1,1,Danmarksdemokraterne,Venstre,68,klima
Astrid Krag,Christian Juhl,0.5932203389830508,35,59,Socialdemokratiet,Enhedslisten,68,klima
Astrid Krag,Erling Bonnesen,0.6829268292682927,56,82,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Liselott Blixt,0.5324675324675324,41,77,Socialdemokratiet,Uden for folketingsgrupperne,68,klima
Astrid Krag,Annette Vilhelmsen,0.9850746268656716,66,67,Socialdemokratiet,Socialistisk Folkeparti,68,klima
Astrid Krag,Flemming Damgaard Larsen,0.6808510638297872,64,94,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Nikolaj Villumsen,0.7611940298507462,51,67,Socialdemokratiet,Enhedslisten,68,klima
Astrid Krag,Tom Behnke,0.7702702702702703,57,74,Socialdemokratiet,Det Konservative Folkeparti,68,klima
Astrid Krag,Karen Ellemann,0.6811594202898551,47,69,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Jeppe Mikkelsen,1.0,78,78,Socialdemokratiet,Radikale Venstre,68,klima
Astrid Krag,Christian Langballe (udpeget af DF),0.525,42,80,Socialdemokratiet,Dansk Folkeparti,68,klima
Astrid Krag,Torsten Schack Pedersen,0.6666666666666666,46,69,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Mads Rørvig,0.6933333333333334,52,75,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Brian Mikkelsen,0.6481481481481481,35,54,Socialdemokratiet,Det Konservative Folkeparti,68,klima
Astrid Krag,Troels Ravn,1.0,70,70,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Özlem Sara Cekic,0.9436619718309859,67,71,Socialdemokratiet,Socialistisk Folkeparti,68,klima
Astrid Krag,Marlene Borst Hansen,1.0,56,56,Socialdemokratiet,Radikale Venstre,68,klima
Astrid Krag,Finn Sørensen,0.7534246575342466,55,73,Socialdemokratiet,Enhedslisten,68,klima
Astrid Krag,Louise Elholm,0.6949152542372882,41,59,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Peter Christensen,0.6666666666666666,24,36,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Mike Legarth,0.75,54,72,Socialdemokratiet,Det Konservative Folkeparti,68,klima
Astrid Krag,Jesper Petersen,1.0,73,73,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,René Christensen,0.5714285714285714,24,42,Socialdemokratiet,Dansk Folkeparti,68,klima
Astrid Krag,Ole Birk Olesen,0.55,33,60,Socialdemokratiet,Liberal Alliance,68,klima
Astrid Krag,Morten Marinus,0.5333333333333333,40,75,Socialdemokratiet,Dansk Folkeparti,68,klima
Astrid Krag,Jan E. Jørgensen,0.7261904761904762,61,84,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Charlotte Dyremose,0.7931034482758621,23,29,Socialdemokratiet,Det Konservative Folkeparti,68,klima
Astrid Krag,Trine Pertou Mach,0.9166666666666666,33,36,Socialdemokratiet,Enhedslisten,68,klima
Astrid Krag,Joachim B. Olsen,0.5147058823529411,35,68,Socialdemokratiet,Liberal Alliance,68,klima
Astrid Krag,Lotte Rod,1.0,85,85,Socialdemokratiet,Radikale Venstre,68,klima
Astrid Krag,Jens Henrik Thulesen Dahl,0.4942528735632184,43,87,Socialdemokratiet,Danmarksdemokraterne,68,klima
Astrid Krag,Trine Bramsen,1.0,94,94,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Dennis Flydtkjær,0.4634146341463415,38,82,Socialdemokratiet,Danmarksdemokraterne,68,klima
Astrid Krag,Benny Engelbrecht,1.0,90,90,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Karina Lorentzen Dehnhardt,1.0,59,59,Socialdemokratiet,Socialistisk Folkeparti,68,klima
Astrid Krag,Stine Brix,0.7176470588235294,61,85,Socialdemokratiet,Enhedslisten,68,klima
Astrid Krag,Hans Christian Schmidt,0.6530612244897959,32,49,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Kim Andersen (udpeget af V),0.7534246575342466,55,73,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Preben Bang Henriksen,0.7183098591549296,51,71,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Bertel Haarder,0.6724137931034483,39,58,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Sophie Løhde,0.7317073170731707,30,41,Socialdemokratiet,Venstre,68,klima
Astrid Krag,John Dyrby Paulsen,1.0,65,65,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Mette Bock,0.5492957746478874,39,71,Socialdemokratiet,Liberal Alliance,68,klima
Astrid Krag,Thomas Danielsen,0.7419354838709677,46,62,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Lars Løkke Rasmussen,0.75,3,4,Socialdemokratiet,Moderaterne,68,klima
Astrid Krag,Johanne Schmidt-Nielsen,0.7272727272727273,40,55,Socialdemokratiet,Enhedslisten,68,klima
Astrid Krag,Anders Samuelsen,0.44,11,25,Socialdemokratiet,Liberal Alliance,68,klima
Astrid Krag,Lone Loklindt,1.0,76,76,Socialdemokratiet,Radikale Venstre,68,klima
Astrid Krag,Eigil Andersen,0.9642857142857143,81,84,Socialdemokratiet,Socialistisk Folkeparti,68,klima
Astrid Krag,Jan Johansen,1.0,77,77,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Liv Holm Andersen,1.0,90,90,Socialdemokratiet,Radikale Venstre,68,klima
Astrid Krag,Karina Adsbøl,0.56,42,75,Socialdemokratiet,Danmarksdemokraterne,68,klima
Astrid Krag,Nicolai Wammen,1.0,13,13,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Christine Antorini,1.0,52,52,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Holger K. Nielsen,0.9833333333333333,59,60,Socialdemokratiet,Socialistisk Folkeparti,68,klima
Astrid Krag,Henning Hyllested,0.7375,59,80,Socialdemokratiet,Enhedslisten,68,klima
Astrid Krag,Karen Hækkerup (udpeget af S),1.0,30,30,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Karin Nødgaard,0.5526315789473685,42,76,Socialdemokratiet,Dansk Folkeparti,68,klima
Astrid Krag,Rasmus Helveg Petersen,1.0,59,59,Socialdemokratiet,Radikale Venstre,68,klima
Astrid Krag,Nick Hækkerup,1.0,31,31,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Merete Riisager,0.53125,34,64,Socialdemokratiet,Liberal Alliance,68,klima
Astrid Krag,Mette Reissmann,1.0,73,73,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Marie Krarup,0.5421686746987951,45,83,Socialdemokratiet,Uden for folketingsgrupperne,68,klima
Astrid Krag,Hans Kristian Skibby,0.5108695652173914,47,92,Socialdemokratiet,Danmarksdemokraterne,68,klima
Astrid Krag,Steen Gade,0.9615384615384616,75,78,Socialdemokratiet,Socialistisk Folkeparti,68,klima
Astrid Krag,Anne Sina,1.0,40,40,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Rosa Lund,0.7719298245614035,44,57,Socialdemokratiet,Enhedslisten,68,klima
Astrid Krag,Morten Østergaard,1.0,26,26,Socialdemokratiet,Radikale Venstre,68,klima
Astrid Krag,Kim Christiansen,0.5151515151515151,34,66,Socialdemokratiet,Dansk Folkeparti,68,klima
Astrid Krag,Lene Espersen,0.7941176470588235,27,34,Socialdemokratiet,Det Konservative Folkeparti,68,klima
Astrid Krag,Christian Friis Bach,1.0,30,30,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Mette Frederiksen,1.0,53,53,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Ida Auken,1.0,55,55,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Per Stig Møller,0.7142857142857143,45,63,Socialdemokratiet,Det Konservative Folkeparti,68,klima
Astrid Krag,Villum Christensen,0.5283018867924528,28,53,Socialdemokratiet,Liberal Alliance,68,klima
Astrid Krag,Lars Dohn,0.7142857142857143,50,70,Socialdemokratiet,Enhedslisten,68,klima
Astrid Krag,Ellen Trane Nørby,0.6382978723404256,30,47,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Martin Henriksen (udpeget af DF),0.39285714285714285,11,28,Socialdemokratiet,Dansk Folkeparti,68,klima
Astrid Krag,Søren Pind,0.6829268292682927,28,41,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Marianne Jelved,1.0,37,37,Socialdemokratiet,Radikale Venstre,68,klima
Astrid Krag,Jakob Engel-Schmidt,0.7083333333333334,17,24,Socialdemokratiet,Moderaterne,68,klima
Astrid Krag,Pernille Skipper,0.7419354838709677,46,62,Socialdemokratiet,Enhedslisten,68,klima
Astrid Krag,Martin Geertsen,0.6440677966101694,38,59,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Pia Olsen Dyhr,1.0,50,50,Socialdemokratiet,Socialistisk Folkeparti,68,klima
Astrid Krag,Peter Skaarup,0.4444444444444444,4,9,Socialdemokratiet,Danmarksdemokraterne,68,klima
Astrid Krag,Kristian Thulesen Dahl,0.42857142857142855,3,7,Socialdemokratiet,Uden for folketingsgrupperne,68,klima
Astrid Krag,Carsten Hansen,1.0,42,42,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Margrethe Vestager,1.0,22,22,Socialdemokratiet,Radikale Venstre,68,klima
Astrid Krag,Simon Emil Ammitzbøll-Bille,0.4722222222222222,17,36,Socialdemokratiet,Uden for folketingsgrupperne,68,klima
Astrid Krag,Helle Thorning-Schmidt,1.0,5,5,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Lars Barfoed,0.6382978723404256,30,47,Socialdemokratiet,Det Konservative Folkeparti,68,klima
Astrid Krag,Mogens Jensen,1.0,45,45,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Sofie Carsten Nielsen,1.0,50,50,Socialdemokratiet,Radikale Venstre,68,klima
Astrid Krag,Andreas Steenberg,1.0,72,72,Socialdemokratiet,Radikale Venstre,68,klima
Astrid Krag,Hans Andersen,0.7012987012987013,54,77,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Anni Matthiesen,0.639344262295082,39,61,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Pernille Rosenkrantz-Theil,1.0,45,45,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Per Clausen,0.8035714285714286,45,56,Socialdemokratiet,Enhedslisten,68,klima
Astrid Krag,Jacob Jensen,0.8571428571428571,6,7,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Michael Aastrup Jensen,1.0,2,2,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Sara Olsvig,1.0,1,1,Socialdemokratiet,Inuit Ataqatigiit,68,klima
Astrid Krag,Annette Lind,1.0,1,1,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Inger Støjberg,1.0,1,1,Socialdemokratiet,Danmarksdemokraterne,68,klima
Astrid Krag,Bent Bøgsted,1.0,1,1,Socialdemokratiet,Danmarksdemokraterne,68,klima
Astrid Krag,Lennart Damsbo-Andersen,1.0,1,1,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Julie Skovsby,1.0,1,1,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Mai Mercado,1.0,1,1,Socialdemokratiet,Det Konservative Folkeparti,68,klima
Astrid Krag,Thyra Frank,1.0,1,1,Socialdemokratiet,Liberal Alliance,68,klima
Astrid Krag,Zenia Stampe,1.0,1,1,Socialdemokratiet,Radikale Venstre,68,klima
Astrid Krag,Fatma Øktem,1.0,1,1,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Karsten Nonbo,1.0,1,1,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Pernille Vigsø Bagge,1.0,1,1,Socialdemokratiet,Socialistisk Folkeparti,68,klima
Astrid Krag,Mette Gjerskov,1.0,1,1,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Anne Baastrup,1.0,1,1,Socialdemokratiet,Socialistisk Folkeparti,68,klima
Astrid Krag,Jane Heitmann,1.0,1,1,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Thomas Jensen,1.0,1,1,Socialdemokratiet,Socialdemokratiet,68,klima
Astrid Krag,Jonas Dahl,1.0,1,1,Socialdemokratiet,Socialistisk Folkeparti,68,klima
Astrid Krag,Troels Lund Poulsen,1.0,1,1,Socialdemokratiet,Venstre,68,klima
Astrid Krag,Jakob Ellemann-Jensen,1.0,1,1,Socialdemokratiet,Venstre,68,klima
Christian Juhl,Erling Bonnesen,0.4725274725274725,43,91,Enhedslisten,Venstre,68,klima
Christian Juhl,Liselott Blixt,0.3974358974358974,31,78,Enhedslisten,Uden for folketingsgrupperne,68,klima
Christian Juhl,Annette Vilhelmsen,0.7432432432432432,55,74,Enhedslisten,Socialistisk Folkeparti,68,klima
Christian Juhl,Flemming Damgaard Larsen,0.48514851485148514,49,101,Enhedslisten,Venstre,68,klima
Christian Juhl,Nikolaj Villumsen,1.0,45,45,Enhedslisten,Enhedslisten,68,klima
Christian Juhl,Tom Behnke,0.45977011494252873,40,87,Enhedslisten,Det Konservative Folkeparti,68,klima
Christian Juhl,Karen Ellemann,0.4935064935064935,38,77,Enhedslisten,Venstre,68,klima
Christian Juhl,Jeppe Mikkelsen,0.7471264367816092,65,87,Enhedslisten,Radikale Venstre,68,klima
Christian Juhl,Christian Langballe (udpeget af DF),0.391304347826087,27,69,Enhedslisten,Dansk Folkeparti,68,klima
Christian Juhl,Torsten Schack Pedersen,0.45454545454545453,30,66,Enhedslisten,Venstre,68,klima
Christian Juhl,Mads Rørvig,0.4305555555555556,31,72,Enhedslisten,Venstre,68,klima
Christian Juhl,Brian Mikkelsen,0.5,33,66,Enhedslisten,Det Konservative Folkeparti,68,klima
Christian Juhl,Troels Ravn,0.7301587301587301,46,63,Enhedslisten,Socialdemokratiet,68,klima
Christian Juhl,Özlem Sara Cekic,0.7578947368421053,72,95,Enhedslisten,Socialistisk Folkeparti,68,klima
Christian Juhl,Marlene Borst Hansen,0.7096774193548387,44,62,Enhedslisten,Radikale Venstre,68,klima
Christian Juhl,Finn Sørensen,1.0,72,72,Enhedslisten,Enhedslisten,68,klima
Christian Juhl,Louise Elholm,0.4823529411764706,41,85,Enhedslisten,Venstre,68,klima
Christian Juhl,Peter Christensen,0.625,20,32,Enhedslisten,Venstre,68,klima
Christian Juhl,Mike Legarth,0.5064935064935064,39,77,Enhedslisten,Det Konservative Folkeparti,68,klima
Christian Juhl,Jesper Petersen,0.6956521739130435,64,92,Enhedslisten,Socialdemokratiet,68,klima
Christian Juhl,René Christensen,0.46808510638297873,22,47,Enhedslisten,Dansk Folkeparti,68,klima
Christian Juhl,Ole Birk Olesen,0.4107142857142857,23,56,Enhedslisten,Liberal Alliance,68,klima
Christian Juhl,Morten Marinus,0.4583333333333333,33,72,Enhedslisten,Dansk Folkeparti,68,klima
Christian Juhl,Jan E. Jørgensen,0.4574468085106383,43,94,Enhedslisten,Venstre,68,klima
Christian Juhl,Charlotte Dyremose,0.37142857142857144,13,35,Enhedslisten,Det Konservative Folkeparti,68,klima
Christian Juhl,Trine Pertou Mach,0.6666666666666666,28,42,Enhedslisten,Enhedslisten,68,klima
Christian Juhl,Joachim B. Olsen,0.3939393939393939,26,66,Enhedslisten,Liberal Alliance,68,klima
Christian Juhl,Lotte Rod,0.6538461538461539,51,78,Enhedslisten,Radikale Venstre,68,klima
Christian Juhl,Jens Henrik Thulesen Dahl,0.38372093023255816,33,86,Enhedslisten,Danmarksdemokraterne,68,klima
Christian Juhl,Trine Bramsen,0.6767676767676768,67,99,Enhedslisten,Socialdemokratiet,68,klima
Christian Juhl,Dennis Flydtkjær,0.40425531914893614,38,94,Enhedslisten,Danmarksdemokraterne,68,klima
Christian Juhl,Benny Engelbrecht,0.6666666666666666,66,99,Enhedslisten,Socialdemokratiet,68,klima
Christian Juhl,Karina Lorentzen Dehnhardt,0.6,27,45,Enhedslisten,Socialistisk Folkeparti,68,klima
Christian Juhl,Stine Brix,1.0,81,81,Enhedslisten,Enhedslisten,68,klima
Christian Juhl,Hans Christian Schmidt,0.5185185185185185,28,54,Enhedslisten,Venstre,68,klima
Christian Juhl,Kim Andersen (udpeget af V),0.5,40,80,Enhedslisten,Venstre,68,klima
Christian Juhl,Preben Bang Henriksen,0.44871794871794873,35,78,Enhedslisten,Venstre,68,klima
Christian Juhl,Bertel Haarder,0.41379310344827586,24,58,Enhedslisten,Venstre,68,klima
Christian Juhl,Sophie Løhde,0.42857142857142855,21,49,Enhedslisten,Venstre,68,klima
Christian Juhl,John Dyrby Paulsen,0.6323529411764706,43,68,Enhedslisten,Socialdemokratiet,68,klima
Christian Juhl,Mette Bock,0.36923076923076925,24,65,Enhedslisten,Liberal Alliance,68,klima
Christian Juhl,Thomas Danielsen,0.4444444444444444,28,63,Enhedslisten,Venstre,68,klima
Christian Juhl,Lars Løkke Rasmussen,0.6,3,5,Enhedslisten,Moderaterne,68,klima
Christian Juhl,Johanne Schmidt-Nielsen,1.0,61,61,Enhedslisten,Enhedslisten,68,klima
Christian Juhl,Anders Samuelsen,0.4883720930232558,21,43,Enhedslisten,Liberal Alliance,68,klima
Christian Juhl,Lone Loklindt,0.7078651685393258,63,89,Enhedslisten,Radikale Venstre,68,klima
Christian Juhl,Eigil Andersen,0.6931818181818182,61,88,Enhedslisten,Socialistisk Folkeparti,68,klima
Christian Juhl,Jan Johansen,0.6708860759493671,53,79,Enhedslisten,Socialdemokratiet,68,klima
Christian Juhl,Liv Holm Andersen,0.6979166666666666,67,96,Enhedslisten,Radikale Venstre,68,klima
Christian Juhl,Karina Adsbøl,0.43010752688172044,40,93,Enhedslisten,Danmarksdemokraterne,68,klima
Christian Juhl,Nicolai Wammen,0.7307692307692307,19,26,Enhedslisten,Socialdemokratiet,68,klima
Christian Juhl,Christine Antorini,0.631578947368421,36,57,Enhedslisten,Socialdemokratiet,68,klima
Christian Juhl,Holger K. Nielsen,0.684931506849315,50,73,Enhedslisten,Socialistisk Folkeparti,68,klima
Christian Juhl,Henning Hyllested,1.0,77,77,Enhedslisten,Enhedslisten,68,klima
Christian Juhl,Karen Hækkerup (udpeget af S),0.5897435897435898,23,39,Enhedslisten,Socialdemokratiet,68,klima
Christian Juhl,Karin Nødgaard,0.3717948717948718,29,78,Enhedslisten,Dansk Folkeparti,68,klima
Christian Juhl,Rasmus Helveg Petersen,0.6666666666666666,42,63,Enhedslisten,Radikale Venstre,68,klima
Christian Juhl,Nick Hækkerup,0.64,16,25,Enhedslisten,Socialdemokratiet,68,klima
Christian Juhl,Merete Riisager,0.5205479452054794,38,73,Enhedslisten,Liberal Alliance,68,klima
Christian Juhl,Mette Reissmann,0.6588235294117647,56,85,Enhedslisten,Socialdemokratiet,68,klima
Christian Juhl,Marie Krarup,0.41379310344827586,36,87,Enhedslisten,Uden for folketingsgrupperne,68,klima
Christian Juhl,Hans Kristian Skibby,0.3877551020408163,38,98,Enhedslisten,Danmarksdemokraterne,68,klima
Christian Juhl,Steen Gade,0.723404255319149,68,94,Enhedslisten,Socialistisk Folkeparti,68,klima
Christian Juhl,Anne Sina,0.6111111111111112,22,36,Enhedslisten,Socialdemokratiet,68,klima
Christian Juhl,Rosa Lund,1.0,61,61,Enhedslisten,Enhedslisten,68,klima
Christian Juhl,Morten Østergaard,0.5384615384615384,14,26,Enhedslisten,Radikale Venstre,68,klima
Christian Juhl,Kim Christiansen,0.38333333333333336,23,60,Enhedslisten,Dansk Folkeparti,68,klima
Christian Juhl,Lene Espersen,0.34375,11,32,Enhedslisten,Det Konservative Folkeparti,68,klima
Christian Juhl,Christian Friis Bach,0.48484848484848486,16,33,Enhedslisten,Venstre,68,klima
Christian Juhl,Mette Frederiksen,0.6805555555555556,49,72,Enhedslisten,Socialdemokratiet,68,klima
