metadata_vote_id,vote_type,voting_id,aktør_id,metadata_opdateringsdato
1023773,3,1329,1378,2021-01-28T20:27:42.61
1023774,3,1329,668,2021-01-28T20:27:42.63
1023775,3,1329,352,2021-01-28T20:27:42.64
1023776,3,1329,677,2021-01-28T20:27:42.66
1023777,3,1329,96,2021-01-28T20:27:42.683
1023778,3,1329,217,2021-01-28T20:27:42.703
1023779,3,1329,194,2021-01-28T20:27:42.72
1023780,3,1329,4515,2021-01-28T20:27:42.74
1023781,3,1329,384,2021-01-28T20:27:42.767
1023782,3,1329,665,2021-01-28T20:27:42.8
1023783,3,1329,1124,2021-01-28T20:27:42.82
1023784,3,1329,80,2021-01-28T20:27:42.84
1023785,3,1329,4969,2021-01-28T20:27:42.863
1023786,3,1329,264,2021-01-28T20:27:42.88
1023787,3,1329,148,2021-01-28T20:27:42.9
1023788,3,1329,10691,2021-01-28T20:27:42.913
1023789,3,1329,147,2021-01-28T20:27:42.927
1023790,3,1329,653,2021-01-28T20:27:42.947
1023791,3,1329,1280,2021-01-28T20:27:42.963
1023792,3,1329,226,2021-01-28T20:27:42.98
1023793,3,1329,1087,2021-01-28T20:27:43
1023794,3,1329,348,2021-01-28T20:27:43.017
1023795,3,1329,144,2021-01-28T20:27:43.033
1023796,3,1329,1822,2021-01-28T20:27:43.057
1023797,3,1329,1749,2021-01-28T20:27:43.073
1023798,3,1329,5,2021-01-28T20:27:43.087
1023799,3,1329,270,2021-01-28T20:27:43.103
1023800,3,1329,350,2021-01-28T20:27:43.12
1023801,3,1329,153,2021-01-28T20:27:43.137
1023802,3,1329,131,2021-01-28T20:27:43.16
1023803,3,1329,145,2021-01-28T20:27:43.173
1023804,3,1329,364,2021-01-28T20:27:43.2
1023805,3,1329,83,2021-01-28T20:27:43.22
