aktørid,aktør,Period,party
3995,Egil Møller,67,Dansk Folkeparti
78,Marie Krarup,67,Dansk Folkeparti
16610,Lars Aslan Rasmussen,67,Socialdemokratiet
3090,Tina Petersen,67,Dansk Folkeparti
3994,Jesper Kinch-Jensen,67,Socialdemokratiet
3993,Grethe H. Nielsen,67,Socialdemokratiet
16728,Kirsten Normann Andersen,67,Socialistisk Folkeparti
3992,Bjørn Medom Nielsen,67,Socialdemokratiet
3093,Anfinn Kallsberg,67,Fólkaflokkurin
16757,Danny K. Malkowski,67,Liberal Alliance
16952,Helle Osther,67,Enhedslisten
20382,Mette Kierkgaard,67,Moderaterne
3082,Henrik Brodersen,67,Dansk Folkeparti
17360,Merete Scheelsbeck,67,Det Konservative Folkeparti
47,Karen Hækkerup (udpeget af S),67,Socialdemokratiet
1914,Jakob Jensen,67,Socialdemokratiet
44,Henning Hyllested,67,Enhedslisten
1912,Ida Jørgensen,67,Radikale Venstre
17963,Øjvind Vilsholm,67,Enhedslisten
1911,Henning Gjellerod,67,Socialdemokratiet
17988,Bjarni Hammer,67,Javnaðarflokkurin
20385,Charlotte Bagge Hansen,67,Moderaterne
82,Hans Kristian Skibby,67,Dansk Folkeparti
1887,Connie Hedegaard,67,Det Konservative Folkeparti
17990,Tommy Ahlers,67,Venstre
1886,Jacob Buksti,67,Socialdemokratiet
18265,Carsten Kissmeyer,67,Venstre
20363,Sara Emil Baaring,67,Socialdemokratiet
1885,Inge Dahl-Sørensen,67,Venstre
1891,Thomas Adelskov,67,Socialdemokratiet
21159,Ammar Ali,67,Moderaterne
1916,Christian Wedell-Neergaard,67,Det Konservative Folkeparti
17827,Tina Boel,67,Socialistisk Folkeparti
3081,Kurt Kirkegaard,67,Venstre
17543,Marianne Bredal,67,Venstre
20384,Nanna W. Gotfredsen,67,Moderaterne
3042,"Frode Sørensen, Hjørring",67,Socialdemokratiet
17628,Carl Valentin,67,Socialistisk Folkeparti
2156,Gitte Seeberg,67,Liberal Alliance
2103,Britta Schall Holberg,67,Venstre
17629,Mads Fuglede,67,Venstre
20364,Frederik Vad,67,Socialdemokratiet
17736,Per Nørhave,67,Dansk Folkeparti
1951,Flemming Møller (udpeget af V),67,Venstre
81,Mads Rørvig,67,Venstre
1948,Birgitte Møller,67,Radikale Venstre
1947,Søren Hansen,67,Socialdemokratiet
17752,Anders Stjernholm,67,Alternativet
88,Martin Geertsen,67,Venstre
20387,Kristian Klarskov,67,Moderaterne
145,Lars Løkke Rasmussen,67,Venstre
124,Kim Christiansen,67,Dansk Folkeparti
129,Bertel Haarder,67,Venstre
231,Manu Sareen,67,Radikale Venstre
226,Ole Sohn,67,Socialistisk Folkeparti
646,Jens Hald,67,Venstre
225,Uffe Elbæk,67,Radikale Venstre
677,Jesper Langballe,67,Dansk Folkeparti
20820,Carl Andersen,67,Liberal Alliance
224,Flemming Møller Mortensen,67,Socialdemokratiet
676,Søren Krarup,67,Dansk Folkeparti
223,Henrik Høegh,67,Venstre
221,Pia Adelsteen,67,Dansk Folkeparti
130,Sophie Løhde,67,Venstre
220,Morten Bødskov,67,Socialdemokratiet
679,Per Kaalund,67,Socialdemokratiet
219,Lisbeth Bech-Nielsen,67,Socialistisk Folkeparti
217,Lars Christian Lilleholt,67,Venstre
216,Mikkel Dencker,67,Dansk Folkeparti
20823,Morten Vehl,67,Danmarksdemokraterne
678,Klaus Hækkerup (udpeget af S),67,Socialdemokratiet
234,Anders Fogh Rasmussen,67,Venstre
20559,Reza Javid,67,Enhedslisten
235,Jeppe Kofod,67,Socialdemokratiet
259,Anne-Mette Winther Christiansen (udpeget af V),67,Venstre
669,Frank Jensen,67,Socialdemokratiet
20798,Mads Olsen,67,Socialistisk Folkeparti
258,Poul Andersen,67,Socialdemokratiet
670,Lars Emil Johansen,67,Siumut
257,Bjarne Laustsen,67,Socialdemokratiet
252,Pia Kjærsgaard,67,Dansk Folkeparti
249,Kirsten Brosbøl (udpeget af S),67,Socialdemokratiet
671,Niels Helveg Petersen,67,Radikale Venstre
247,Edmund Joensen,67,Sambandsflokkurin
127,Preben Bang Henriksen,67,Venstre
246,Orla Hav,67,Socialdemokratiet
245,Leif Mikkelsen,67,Liberal Alliance
20805,Jan Carlsen,67,Moderaterne
112,Lotte Rod,67,Radikale Venstre
672,Kuupik Kleist,67,Inuit Ataqatigiit
244,Magnus Heunicke,67,Socialdemokratiet
238,Morten Messerschmidt,67,Dansk Folkeparti
675,Hanne Severinsen,67,Venstre
111,Joachim B. Olsen,67,Liberal Alliance
215,Jørgen Arbo-Bæhr,67,Enhedslisten
680,Morten Helveg Petersen,67,Radikale Venstre
214,Jeppe Bruus,67,Socialdemokratiet
133,John Dyrby Paulsen,67,Socialdemokratiet
20916,Kenneth Bjerg Andersen,67,Moderaterne
920,Lise Hækkerup,67,Socialdemokratiet
199,Karsten Hønge,67,Socialistisk Folkeparti
951,Lissa Mathiasen,67,Socialdemokratiet
198,Anne Baastrup,67,Socialistisk Folkeparti
197,Mette Gjerskov,67,Socialdemokratiet
195,Pernille Vigsø Bagge,67,Socialistisk Folkeparti
1023,Lone Møller (udpeget af S),67,Socialdemokratiet
194,Kristian Pihl Lorentzen,67,Venstre
193,Karsten Nonbo,67,Venstre
134,Christian Friis Bach,67,Radikale Venstre
1039,Lotte Bundsgaard,67,Socialdemokratiet
192,Fatma Øktem,67,Venstre
20917,Tina Cartey Hansen,67,Det Konservative Folkeparti
191,Zenia Stampe,67,Radikale Venstre
20527,Nanna Høyrup,67,Alternativet
1044,Lotte Thiim Bertelsen,67,Socialistisk Folkeparti
190,Thyra Frank,67,Liberal Alliance
200,Jane Heitmann,67,Venstre
260,Leif Lahn Jensen,67,Socialdemokratiet
110,Rosa Lund,67,Enhedslisten
20976,Caroline Stage Olsen,67,Moderaterne
131,Lene Espersen,67,Det Konservative Folkeparti
213,Jens Joel,67,Socialdemokratiet
725,Preben Rudiengaard,67,Venstre
212,Eyvind Vesselbo,67,Venstre
211,Jørn Dohrmann,67,Dansk Folkeparti
794,Lene Garsdal,67,Socialistisk Folkeparti
210,Birgitte Josefsen,67,Venstre
20539,Noah Sturis,67,Alternativet
209,Camilla Hersom,67,Radikale Venstre
801,Lene Hansen,67,Socialdemokratiet
20841,Lars Arne Christensen,67,Moderaterne
208,Simon Kollerup,67,Socialdemokratiet
132,Søren Pind,67,Venstre
207,Jakob Ellemann-Jensen,67,Venstre
856,Line Barfod,67,Enhedslisten
206,Troels Lund Poulsen,67,Venstre
205,Jonas Dahl,67,Socialistisk Folkeparti
202,Peder Christensen,67,Socialdemokratiet
918,Lisbeth Petersen,67,Venstre
201,Thomas Jensen,67,Socialdemokratiet
126,Kim Andersen (udpeget af V),67,Venstre
261,Esben Lunde Larsen,67,Venstre
262,Sjúrður Skaale,67,Tjóðveldi
362,Vivi Kier,67,Det Konservative Folkeparti
651,Jens Christian Lund,67,Socialdemokratiet
354,Mette Boye,67,Socialistisk Folkeparti
117,Simon Emil Ammitzbøll-Bille,67,Radikale Venstre
652,Lene Jensen,67,Socialdemokratiet
353,Lykke Friis,67,Venstre
20747,Jenny Andresen,67,Danmarksdemokraterne
352,Henrik Dam Kristensen,67,Socialdemokratiet
653,Lise von Seelen,67,Socialdemokratiet
351,Sophie Hæstorp Andersen,67,Socialdemokratiet
350,Gitte Lillelund Bech,67,Venstre
121,Karina Lorentzen Dehnhardt,67,Socialistisk Folkeparti
654,Lone Dybkjær,67,Radikale Venstre
348,Villy Søvndal,67,Socialistisk Folkeparti
344,Linda Kristiansen,67,Radikale Venstre
343,Mie Bergmann,67,Radikale Venstre
305,Jens Ejner Christensen,67,Venstre
20767,Andreas Karlsen,67,Det Konservative Folkeparti
655,Rune Lund,67,Enhedslisten
120,Benny Engelbrecht,67,Socialdemokratiet
304,Jacob Lund,67,Socialdemokratiet
363,Jacob Bjerregaard,67,Socialdemokratiet
364,Birthe Rønn Hornbech,67,Venstre
645,Christian Mejdahl,67,Venstre
386,Claus Larsen-Jensen (udpeget af),67,Socialdemokratiet
20635,Markus E. Olsen,67,Siumut
647,Charlotte Antonsen (udpeget af V),67,Venstre
384,Mogens Lykketoft,67,Socialdemokratiet
379,Kristen Touborg,67,Socialistisk Folkeparti
378,Merete Dea Larsen,67,Dansk Folkeparti
21075,Michael Rosenmark,67,Danmarksdemokraterne
376,Annika Smith,67,Socialistisk Folkeparti
648,Carina Christensen,67,Det Konservative Folkeparti
371,Niels Christian Nielsen,67,Socialdemokratiet
119,Dennis Flydtkjær,67,Dansk Folkeparti
370,Thomas Medom,67,Socialistisk Folkeparti
649,Jakob Axel Nielsen,67,Det Konservative Folkeparti
367,Karen Touborg,67,Socialistisk Folkeparti
20642,Anne Hegelund,67,Enhedslisten
366,Daniel Toft Jakobsen,67,Socialdemokratiet
650,Hüseyin Arac,67,Socialdemokratiet
365,Karen Jespersen,67,Venstre
20629,Nikoline Erbs Hillers-Bendtsen,67,Alternativet
189,Mai Mercado,67,Det Konservative Folkeparti
303,Anita Christensen,67,Dansk Folkeparti
656,Jesper Kiel,67,Enhedslisten
273,Per Husted,67,Socialdemokratiet
664,Pia Christmas-Møller,67,Det Konservative Folkeparti
272,Ole Hækkerup,67,Socialdemokratiet
271,Kristian Jensen,67,Venstre
21044,Lasse Haugaard Pedersen,67,Socialdemokratiet
270,Claus Hjort Frederiksen,67,Venstre
268,Helle Løvgreen Mølvig,67,Radikale Venstre
665,Helge Adam Møller,67,Det Konservative Folkeparti
125,Hans Christian Schmidt,67,Venstre
266,Rasmus Horn Langhoff,67,Socialdemokratiet
113,Jens Henrik Thulesen Dahl,67,Dansk Folkeparti
666,Jørn Pedersen,67,Socialdemokratiet
20790,Ken Kristensen,67,Venstre
265,Eva Kjer Hansen,67,Venstre
20580,Lean Milo,67,Moderaterne
264,Rasmus Prehn,67,Socialdemokratiet
667,Søren Egge Rasmussen,67,Enhedslisten
263,Mette Hjermind Dencker,67,Dansk Folkeparti
668,Naser Khader,67,Liberal Alliance
276,Pernille Boye Koch,67,Radikale Venstre
122,Stine Brix,67,Enhedslisten
20781,Gunvor Wibroe,67,Socialdemokratiet
277,Johan Lund Olsen,67,Inuit Ataqatigiit
302,Benedikte Kiær,67,Det Konservative Folkeparti
297,Maja Panduro (udpeget af S),67,Socialdemokratiet
296,Ulla Tørnæs,67,Venstre
657,Pia Larsen,67,Venstre
294,Doris Jakobsen,67,Siumut
288,Torben Hansen (udpeget af S),67,Socialdemokratiet
20779,Runa Friis Hansen,67,Enhedslisten
20599,Søren Rasmussen,67,Dansk Folkeparti
286,Ane Halsboe-Jørgensen,67,Socialdemokratiet
123,Andreas Steenberg,67,Radikale Venstre
116,Morten Østergaard,67,Radikale Venstre
660,Svend Erik Hovmand,67,Venstre
282,Sanne Bjørn,67,Radikale Venstre
661,Jens Rohde,67,Venstre
281,Finn Thranum,67,Venstre
280,Karen J. Klint (udpeget af S),67,Socialdemokratiet
662,Poul Nødgaard,67,Dansk Folkeparti
279,Tina Nedergaard,67,Venstre
278,Karin Gaardsted,67,Socialdemokratiet
663,Christian H. Hansen,67,Dansk Folkeparti
1047,Louise Frevert,67,Uden for Folketingsgrupperne
118,Trine Bramsen,67,Socialdemokratiet
138,Mette Frederiksen,67,Socialdemokratiet
172,Pernille Rosenkrantz-Theil,67,Enhedslisten
182,Inger Støjberg,67,Venstre
1085,Majbrit Berlau,67,Enhedslisten
141,Martin Lidegaard,67,Radikale Venstre
171,Per Clausen,67,Enhedslisten
1146,Marlene Harpsøe,67,Dansk Folkeparti
160,Jan Johansen,67,Socialdemokratiet
144,Helle Thorning-Schmidt,67,Socialdemokratiet
183,Bent Bøgsted,67,Dansk Folkeparti
168,Anni Matthiesen,67,Venstre
149,Lars Barfoed,67,Det Konservative Folkeparti
20925,Dina Raabjerg,67,Det Konservative Folkeparti
1115,Marianne Pedersen,67,Venstre
184,Lennart Damsbo-Andersen,67,Socialdemokratiet
161,Liv Holm Andersen,67,Radikale Venstre
139,Thomas Danielsen,67,Venstre
20496,Henrik Rejnholt Andersen,67,Moderaterne
153,Per Stig Møller,67,Det Konservative Folkeparti
181,Annette Lind,67,Socialdemokratiet
1162,Meta Fuglsang,67,Socialistisk Folkeparti
178,Michael Aastrup Jensen,67,Venstre
1090,Malou Aamund,67,Liberal Alliance
156,Lone Loklindt,67,Radikale Venstre
155,Villum Christensen,67,Liberal Alliance
20962,Claus Jørgensen,67,Socialistisk Folkeparti
176,Søren Søndergaard,67,Enhedslisten
21076,Charlotte Nellemann,67,Liberal Alliance
179,Hans Christian Thoning,67,Venstre
154,Mogens Jensen,67,Socialdemokratiet
20930,Louise Mehnke,67,Socialdemokratiet
158,Eigil Andersen,67,Socialistisk Folkeparti
173,Jacob Jensen,67,Venstre
180,Peter Juel-Jensen,67,Venstre
1094,Margot Torp,67,Socialdemokratiet
1087,Malene Søgaard-Andersen,67,Socialistisk Folkeparti
1124,Marion Pedersen,67,Venstre
159,Lars Dohn,67,Enhedslisten
148,Anders Samuelsen,67,Liberal Alliance
1172,Mia Falkenberg,67,Dansk Folkeparti
152,Ida Auken,67,Socialistisk Folkeparti
167,Dan Jørgensen,67,Socialdemokratiet
1183,Michael Thomsen,67,Socialistisk Folkeparti
147,Johanne Schmidt-Nielsen,67,Enhedslisten
1121,Marie Fugl,67,Socialistisk Folkeparti
163,Ellen Trane Nørby,67,Venstre
20415,Mohammad Rona,67,Moderaterne
162,Karina Adsbøl,67,Dansk Folkeparti
185,Nadeem Farooq,67,Radikale Venstre
1067,Lykke Roed,67,Dansk Folkeparti
20966,Frederik Bloch Münster,67,Det Konservative Folkeparti
108,Charlotte Dyremose,67,Det Konservative Folkeparti
135,Mette Bock,67,Liberal Alliance
188,Sanne Rubinke,67,Socialistisk Folkeparti
109,Trine Pertou Mach,67,Socialistisk Folkeparti
187,Julie Skovsby,67,Socialdemokratiet
164,Hans Andersen,67,Venstre
1116,Marianne Saxtoft,67,Radikale Venstre
20941,Preben Friis-Hauge,67,Venstre
11583,Kenneth Kristensen Berth,68,Dansk Folkeparti
158,Eigil Andersen,68,Socialistisk Folkeparti
6686,Torben Lund,68,Socialistisk Folkeparti
286,Ane Halsboe-Jørgensen,68,Socialdemokratiet
19480,Henrik Vinther,68,Radikale Venstre
19475,Susan Kronborg,68,Radikale Venstre
6687,Kaj Leo Johannesen,68,Sambandsflokkurin
12284,Marie-Louise Andreassen,68,Radikale Venstre
73,Merete Riisager,68,Liberal Alliance
20779,Runa Friis Hansen,68,Enhedslisten
19002,Gitte Willumsen,68,Venstre
6688,Henrik Rasmussen,68,Det Konservative Folkeparti
282,Sanne Bjørn,68,Radikale Venstre
266,Rasmus Horn Langhoff,68,Socialdemokratiet
6689,Juliane Henningsen Heilmann,68,Inuit Ataqatigiit
123,Andreas Steenberg,68,Radikale Venstre
69,Pernille Skipper,68,Enhedslisten
141,Martin Lidegaard,68,Radikale Venstre
19569,Maja Torp,68,Venstre
288,Torben Hansen (udpeget af S),68,Socialdemokratiet
19637,Kenneth Mikkelsen,68,Venstre
13,Sara Olsvig,68,Inuit Ataqatigiit
122,Stine Brix,68,Enhedslisten
4971,Jane Alrø Sørensen,68,Socialistisk Folkeparti
20790,Ken Kristensen,68,Venstre
18,Alex Ahrendtsen,68,Dansk Folkeparti
297,Maja Panduro (udpeget af S),68,Socialdemokratiet
5132,Flemming Bonne,68,Socialistisk Folkeparti
265,Eva Kjer Hansen,68,Venstre
5182,Anne Marie Geisler Andersen,68,Radikale Venstre
5468,Dorrit Knudsen,68,Socialdemokratiet
74,Mette Reissmann,68,Socialdemokratiet
12285,Ida Damborg,68,Socialistisk Folkeparti
296,Ulla Tørnæs,68,Venstre
19684,Mads Andersen,68,Det Konservative Folkeparti
5593,Carsten Hansen,68,Socialdemokratiet
5905,"Mogens Jensen, Brøndby",68,Socialdemokratiet
125,Hans Christian Schmidt,68,Venstre
156,Lone Loklindt,68,Radikale Venstre
20379,Tobias Grotkjær Elmstrøm,68,Moderaterne
294,Doris Jakobsen,68,Siumut
20354,Theresa Scavenius,68,Alternativet
6684,Annita á Fríðriksmørk,68,Tjóðveldi
6701,Kenneth F. Christensen,68,Socialdemokratiet
6685,Anders Broholm,68,Venstre
20378,Rosa Eriksen,68,Moderaterne
162,Karina Adsbøl,68,Dansk Folkeparti
12283,Aksel V. Johannesen,68,Javnaðarflokkurin
10691,Kurt Scheelsbeck,68,Det Konservative Folkeparti
71,Tom Behnke,68,Uden for Folketingsgrupperne
276,Pernille Boye Koch,68,Radikale Venstre
11586,Bilal Inekci,68,Socialistisk Folkeparti
20355,Kim Edberg Andersen,68,Nye Borgerlige
11585,Jens Arne Hedegaard,68,Venstre
124,Kim Christiansen,68,Dansk Folkeparti
20941,Preben Friis-Hauge,68,Venstre
10702,Helle Dam,68,Socialdemokratiet
270,Claus Hjort Frederiksen,68,Venstre
20781,Gunvor Wibroe,68,Socialdemokratiet
19146,Anna Brændemose,68,Socialistisk Folkeparti
10704,Kasper Krüger,68,Venstre
11584,Daniel Rugholm,68,Det Konservative Folkeparti
19142,Barbara Gaardlykke Apol,68,Javnaðarflokkurin
10705,Bente Kronborg Holst,68,Dansk Folkeparti
10706,Jette Plesner Dali,68,Dansk Folkeparti
20376,Kristian Bøgsted,68,Danmarksdemokraterne
272,Ole Hækkerup,68,Socialdemokratiet
10707,Erikanell Asmuss Lorentsen,68,Radikale Venstre
161,Liv Holm Andersen,68,Radikale Venstre
11412,Anna Kirsten Olesen,68,Socialdemokratiet
70,Martin Henriksen (udpeget af DF),68,Dansk Folkeparti
271,Kristian Jensen,68,Venstre
273,Per Husted,68,Socialdemokratiet
281,Finn Thranum,68,Venstre
10690,Steen Konradsen,68,Det Konservative Folkeparti
277,Johan Lund Olsen,68,Inuit Ataqatigiit
159,Lars Dohn,68,Enhedslisten
19133,Anders G. Christensen,68,Venstre
6737,Johannes Lebech,68,Radikale Venstre
21161,Lisa Perkins,68,Liberal Alliance
20375,Charlotte Munch,68,Danmarksdemokraterne
7633,Torben Hansen,68,Socialdemokratiet
280,Karen J. Klint (udpeget af S),68,Socialdemokratiet
19221,Hanne Bjørn-Klausen,68,Det Konservative Folkeparti
8319,Jytte Andersen,68,Socialdemokratiet
72,Karen Ellemann,68,Venstre
19016,Dorthe Hindborg,68,Socialdemokratiet
160,Jan Johansen,68,Socialdemokratiet
8910,Karin Storgaard,68,Dansk Folkeparti
17,Christine Antorini,68,Socialdemokratiet
8917,Thomas Horn,68,Socialdemokratiet
11702,Per Larsen,68,Det Konservative Folkeparti
21044,Lasse Haugaard Pedersen,68,Socialdemokratiet
9780,Tórbjørn Jacobsen,68,Tjóðveldi
278,Karin Gaardsted,68,Socialdemokratiet
268,Helle Løvgreen Mølvig,68,Radikale Venstre
19196,Ruben Kidde,68,Radikale Venstre
9976,Jette Gottlieb,68,Enhedslisten
20377,Henrik Frandsen,68,Moderaterne
10107,Bruno Jerup,68,Enhedslisten
279,Tina Nedergaard,68,Venstre
302,Benedikte Kiær,68,Det Konservative Folkeparti
188,Sanne Rubinke,68,Socialistisk Folkeparti
20966,Frederik Bloch Münster,68,Det Konservative Folkeparti
119,Dennis Flydtkjær,68,Dansk Folkeparti
1914,Jakob Jensen,68,Socialdemokratiet
370,Thomas Medom,68,Socialistisk Folkeparti
20144,Maria Gudme,68,Socialdemokratiet
1916,Christian Wedell-Neergaard,68,Det Konservative Folkeparti
367,Karen Touborg,68,Socialistisk Folkeparti
1947,Søren Hansen,68,Socialdemokratiet
81,Mads Rørvig,68,Venstre
148,Anders Samuelsen,68,Liberal Alliance
1948,Birgitte Møller,68,Radikale Venstre
20051,Theis Kylling Hommeltoft,68,Socialdemokratiet
1951,Flemming Møller (udpeget af V),68,Venstre
366,Daniel Toft Jakobsen,68,Socialdemokratiet
19996,Helgi Abrahamsen,68,Sambandsflokkurin
20642,Anne Hegelund,68,Enhedslisten
2103,Britta Schall Holberg,68,Venstre
365,Karen Jespersen,68,Venstre
2156,Gitte Seeberg,68,Uden for Folketingsgrupperne
20384,Nanna W. Gotfredsen,68,Moderaterne
21159,Ammar Ali,68,Moderaterne
19982,Jan Bjergskov Larsen,68,Socialistisk Folkeparti
3042,"Frode Sørensen, Hjørring",68,Socialdemokratiet
364,Birthe Rønn Hornbech,68,Venstre
3081,Kurt Kirkegaard,68,Venstre
149,Lars Barfoed,68,Det Konservative Folkeparti
3082,Henrik Brodersen,68,Dansk Folkeparti
80,Torsten Schack Pedersen,68,Venstre
363,Jacob Bjerregaard,68,Socialdemokratiet
19948,Mark Grossmann,68,Venstre
5,Frank Aaen,68,Enhedslisten
144,Helle Thorning-Schmidt,68,Socialdemokratiet
20385,Charlotte Bagge Hansen,68,Moderaterne
371,Niels Christian Nielsen,68,Socialdemokratiet
1845,Søren Gade,68,Venstre
645,Christian Mejdahl,68,Venstre
20351,Franciska Rosenkilde,68,Alternativet
118,Trine Bramsen,68,Socialdemokratiet
1850,Christian Lund Jepsen,68,Venstre
386,Claus Larsen-Jensen (udpeget af),68,Socialdemokratiet
1879,Lars Kramer Mikkelsen,68,Socialdemokratiet
1880,Anne-Marie Meldgaard,68,Socialdemokratiet
83,Brian Mikkelsen,68,Det Konservative Folkeparti
145,Lars Løkke Rasmussen,68,Venstre
1881,Elisabeth Arnold,68,Radikale Venstre
384,Mogens Lykketoft,68,Socialdemokratiet
1882,Henriette Kjær,68,Det Konservative Folkeparti
20386,Rasmus Lund-Nielsen,68,Moderaterne
20635,Markus E. Olsen,68,Siumut
1883,Anne Grete Holmsgaard (udpeget af SF),68,Socialistisk Folkeparti
379,Kristen Touborg,68,Socialistisk Folkeparti
20350,Nick Zimmermann,68,Dansk Folkeparti
1885,Inge Dahl-Sørensen,68,Venstre
378,Merete Dea Larsen,68,Dansk Folkeparti
147,Johanne Schmidt-Nielsen,68,Enhedslisten
1886,Jacob Buksti,68,Socialdemokratiet
1887,Connie Hedegaard,68,Det Konservative Folkeparti
20352,Helene Brydensholt,68,Alternativet
82,Hans Kristian Skibby,68,Dansk Folkeparti
376,Annika Smith,68,Socialistisk Folkeparti
1891,Thomas Adelskov,68,Socialdemokratiet
20349,Anna Falkenberg,68,Sambandsflokkurin
1911,Henning Gjellerod,68,Socialdemokratiet
1912,Ida Jørgensen,68,Radikale Venstre
4969,Jørgen Poulsen,68,Radikale Venstre
3083,Charlotte Fischer,68,Radikale Venstre
362,Vivi Kier,68,Det Konservative Folkeparti
21206,Elvira Kûitse,68,Naleraq
19807,Anne Rasmussen,68,Venstre
121,Karina Lorentzen Dehnhardt,68,Socialistisk Folkeparti
3996,Henrik Fruergaard,68,Venstre
3997,Tina Bostrup,68,Radikale Venstre
344,Linda Kristiansen,68,Radikale Venstre
3998,Thomas Krog,68,Socialistisk Folkeparti
4428,Jens Borking,68,Enhedslisten
20381,Karin Liltorp,68,Moderaterne
77,Kristian Thulesen Dahl,68,Dansk Folkeparti
4433,Jens Jørgen Nygaard,68,Det Konservative Folkeparti
343,Mie Bergmann,68,Radikale Venstre
154,Mogens Jensen,68,Socialdemokratiet
4434,Abbas Razvi,68,Radikale Venstre
305,Jens Ejner Christensen,68,Venstre
19806,Alexander Grandt,68,Socialdemokratiet
4515,Jørgen S. Lundsgaard,68,Det Konservative Folkeparti
304,Jacob Lund,68,Socialdemokratiet
19000,Theresa Berg Andersen,68,Socialistisk Folkeparti
4956,Ib Poulsen,68,Dansk Folkeparti
155,Villum Christensen,68,Liberal Alliance
20767,Andreas Karlsen,68,Det Konservative Folkeparti
4957,Tage Leegaard,68,Det Konservative Folkeparti
4965,Hanne Agersnap (udpeget af SF),68,Socialistisk Folkeparti
75,Jeppe Mikkelsen,68,Radikale Venstre
303,Anita Christensen,68,Dansk Folkeparti
19748,Stine Pilt Olsen,68,Det Konservative Folkeparti
4968,Knud Kristensen,68,Det Konservative Folkeparti
20380,Monika Rubin,68,Moderaterne
348,Villy Søvndal,68,Socialistisk Folkeparti
3084,Troels Christensen (udpeget af V),68,Venstre
3995,Egil Møller,68,Dansk Folkeparti
19809,Christina Thorholm,68,Radikale Venstre
152,Ida Auken,68,Socialistisk Folkeparti
19928,Kim Aas,68,Socialdemokratiet
3085,Kim Mortensen,68,Socialdemokratiet
120,Benny Engelbrecht,68,Socialdemokratiet
3086,Johs. Poulsen,68,Radikale Venstre
20383,Jeppe Søe,68,Moderaterne
3087,Elisabeth Geday,68,Radikale Venstre
354,Mette Boye,68,Socialistisk Folkeparti
12,Nicolai Wammen,68,Socialdemokratiet
3088,Bente Dahl,68,Radikale Venstre
20353,Sascha Faxe,68,Alternativet
79,Christian Langballe (udpeget af DF),68,Dansk Folkeparti
