source,target,source_party,target_party,Period,total_votes_shared,total_votes_agreed,weight,topic
Anne Sina,Johanne Schmidt-Nielsen,Socialdemokratiet,Enhedslisten,68,15,9.0,0.6,bolig
Anne Sina,John Dyrby Paulsen,Socialdemokratiet,Socialdemokratiet,68,17,17.0,1.0,bolig
Anne Sina,Karen Ellemann,Socialdemokratiet,Venstre,68,19,13.0,0.6842105263157895,bolig
Anne Sina,Karen Hækkerup (udpeget af S),Socialdemokratiet,Socialdemokratiet,68,12,12.0,1.0,bolig
Anne Sina,Karin Nødgaard,Socialdemokratiet,Dansk Folkeparti,68,20,13.0,0.65,bolig
Anne Sina,Karina Adsbøl,Socialdemokratiet,Danmarksdemokraterne,68,20,12.0,0.6,bolig
Anne Sina,Karina Lorentzen Dehnhardt,Socialdemokratiet,Socialistisk Folkeparti,68,9,7.0,0.7777777777777778,bolig
Anne Sina,Karsten Lauritzen,Socialdemokratiet,Venstre,68,20,14.0,0.7,bolig
Anne Sina,Kim Andersen (udpeget af V),Socialdemokratiet,Venstre,68,19,13.0,0.6842105263157895,bolig
Anne Sina,Kim Christiansen,Socialdemokratiet,Dansk Folkeparti,68,14,7.0,0.5,bolig
Anne Sina,Kristian Thulesen Dahl,Socialdemokratiet,Uden for folketingsgrupperne,68,1,0.0,0.0,bolig
Anne Sina,Lars Barfoed,Socialdemokratiet,Det Konservative Folkeparti,68,15,10.0,0.6666666666666666,bolig
Anne Sina,Lars Dohn,Socialdemokratiet,Enhedslisten,68,19,13.0,0.6842105263157895,bolig
Anne Sina,Lars Løkke Rasmussen,Socialdemokratiet,Moderaterne,68,2,1.0,0.5,bolig
Anne Sina,Lene Espersen,Socialdemokratiet,Det Konservative Folkeparti,68,10,7.0,0.7,bolig
Anne Sina,Liselott Blixt,Socialdemokratiet,Uden for folketingsgrupperne,68,18,10.0,0.5555555555555556,bolig
Anne Sina,Liv Holm Andersen,Socialdemokratiet,Radikale Venstre,68,18,18.0,1.0,bolig
Anne Sina,Lone Loklindt,Socialdemokratiet,Radikale Venstre,68,15,15.0,1.0,bolig
Anne Sina,Lotte Rod,Socialdemokratiet,Radikale Venstre,68,19,19.0,1.0,bolig
Anne Sina,Louise Elholm,Socialdemokratiet,Venstre,68,24,17.0,0.7083333333333334,bolig
Anne Sina,Mads Rørvig,Socialdemokratiet,Venstre,68,17,11.0,0.6470588235294118,bolig
Anne Sina,Margrethe Vestager,Socialdemokratiet,Radikale Venstre,68,4,4.0,1.0,bolig
Anne Sina,Marianne Jelved,Socialdemokratiet,Radikale Venstre,68,4,4.0,1.0,bolig
Anne Sina,Marie Krarup,Socialdemokratiet,Uden for folketingsgrupperne,68,19,10.0,0.5263157894736842,bolig
Anne Sina,Marlene Borst Hansen,Socialdemokratiet,Radikale Venstre,68,15,15.0,1.0,bolig
Anne Sina,Martin Geertsen,Socialdemokratiet,Venstre,68,7,4.0,0.5714285714285714,bolig
Anne Sina,Martin Henriksen (udpeget af DF),Socialdemokratiet,Dansk Folkeparti,68,3,1.0,0.3333333333333333,bolig
Anne Sina,Merete Riisager,Socialdemokratiet,Liberal Alliance,68,14,7.0,0.5,bolig
Anne Sina,Mette Bock,Socialdemokratiet,Liberal Alliance,68,14,7.0,0.5,bolig
Anne Sina,Mette Frederiksen,Socialdemokratiet,Socialdemokratiet,68,15,15.0,1.0,bolig
Anne Sina,Mette Reissmann,Socialdemokratiet,Socialdemokratiet,68,17,17.0,1.0,bolig
Anne Sina,Michael Aastrup Jensen,Socialdemokratiet,Venstre,68,2,0.0,0.0,bolig
Anne Sina,Mike Legarth,Socialdemokratiet,Det Konservative Folkeparti,68,18,13.0,0.7222222222222222,bolig
Anne Sina,Mogens Jensen,Socialdemokratiet,Socialdemokratiet,68,3,3.0,1.0,bolig
Anne Sina,Morten Marinus,Socialdemokratiet,Dansk Folkeparti,68,14,7.0,0.5,bolig
Anne Sina,Morten Østergaard,Socialdemokratiet,Radikale Venstre,68,10,10.0,1.0,bolig
Anne Sina,Nick Hækkerup,Socialdemokratiet,Socialdemokratiet,68,11,11.0,1.0,bolig
Anne Sina,Nicolai Wammen,Socialdemokratiet,Socialdemokratiet,68,6,6.0,1.0,bolig
Anne Sina,Nikolaj Villumsen,Socialdemokratiet,Enhedslisten,68,14,8.0,0.5714285714285714,bolig
Anne Sina,Ole Birk Olesen,Socialdemokratiet,Liberal Alliance,68,12,8.0,0.6666666666666666,bolig
Anne Sina,Per Clausen,Socialdemokratiet,Enhedslisten,68,8,7.0,0.875,bolig
Anne Sina,Per Stig Møller,Socialdemokratiet,Det Konservative Folkeparti,68,14,11.0,0.7857142857142857,bolig
Anne Sina,Pernille Rosenkrantz-Theil,Socialdemokratiet,Socialdemokratiet,68,5,5.0,1.0,bolig
Anne Sina,Pernille Skipper,Socialdemokratiet,Enhedslisten,68,12,7.0,0.5833333333333334,bolig
