party_a,party_b,Period,total_votes_shared,total_votes_agreed,weight,topic
Dansk Folkeparti,Liberal Alliance,71,4415,3247.0,0.7354473386183465,skat
Dansk Folkeparti,Moderaterne,71,3311,2280.0,0.6886137118695258,skat
Dansk Folkeparti,Radikale Venstre,71,1776,1213.0,0.6829954954954955,skat
Dansk Folkeparti,Sambandsflokkurin,71,48,32.0,0.6666666666666666,skat
Dansk Folkeparti,Siumut,71,4,0.0,0.0,skat
Dansk Folkeparti,Socialdemokratiet,71,16046,10943.0,0.6819768166521252,skat
Dansk Folkeparti,Socialistisk Folkeparti,71,4370,2589.0,0.5924485125858123,skat
Dansk Folkeparti,Uden for folketingsgrupperne,71,1223,808.0,0.660670482420278,skat
Dansk Folkeparti,Venstre,71,7383,5045.0,0.6833265610185562,skat
Det Konservative Folkeparti,Det Konservative Folkeparti,71,1900,1900.0,1.0,skat
Det Konservative Folkeparti,Enhedslisten,71,3714,1994.0,0.5368874528809908,skat
Det Konservative Folkeparti,Liberal Alliance,71,6890,5417.0,0.786211901306241,skat
Det Konservative Folkeparti,Moderaterne,71,5154,3839.0,0.7448583624369421,skat
Det Konservative Folkeparti,Radikale Venstre,71,2760,2211.0,0.8010869565217391,skat
Det Konservative Folkeparti,Sambandsflokkurin,71,72,42.0,0.5833333333333334,skat
Det Konservative Folkeparti,Siumut,71,6,0.0,0.0,skat
Det Konservative Folkeparti,Socialdemokratiet,71,25026,18710.0,0.7476224726284664,skat
Det Konservative Folkeparti,Socialistisk Folkeparti,71,6821,4247.0,0.6226359771294532,skat
Det Konservative Folkeparti,Uden for folketingsgrupperne,71,1912,1369.0,0.7160041841004184,skat
Det Konservative Folkeparti,Venstre,71,11542,8674.0,0.7515162016981459,skat
Enhedslisten,Enhedslisten,71,1217,1209.0,0.9934264585045193,skat
Enhedslisten,Liberal Alliance,71,5621,2650.0,0.47144636185732075,skat
Enhedslisten,Moderaterne,71,4207,2667.0,0.6339434276206323,skat
Enhedslisten,Radikale Venstre,71,2255,1506.0,0.6678492239467849,skat
Enhedslisten,Sambandsflokkurin,71,58,42.0,0.7241379310344828,skat
Enhedslisten,Siumut,71,6,0.0,0.0,skat
Enhedslisten,Socialdemokratiet,71,20444,12842.0,0.6281549598904324,skat
Enhedslisten,Socialistisk Folkeparti,71,5563,4807.0,0.8641021031817365,skat
Enhedslisten,Uden for folketingsgrupperne,71,1563,947.0,0.6058861164427384,skat
Enhedslisten,Venstre,71,9420,5881.0,0.6243099787685775,skat
Liberal Alliance,Liberal Alliance,71,4651,4625.0,0.994409804343152,skat
Liberal Alliance,Moderaterne,71,7804,5405.0,0.6925935417734496,skat
Liberal Alliance,Radikale Venstre,71,4183,3100.0,0.7410949079607937,skat
Liberal Alliance,Sambandsflokkurin,71,110,45.0,0.4090909090909091,skat
Liberal Alliance,Siumut,71,10,0.0,0.0,skat
Liberal Alliance,Socialdemokratiet,71,37881,26478.0,0.6989783796626277,skat
Liberal Alliance,Socialistisk Folkeparti,71,10321,5868.0,0.568549559151245,skat
Liberal Alliance,Uden for folketingsgrupperne,71,2890,1960.0,0.6782006920415224,skat
Liberal Alliance,Venstre,71,17465,12288.0,0.7035785857429144,skat
Moderaterne,Moderaterne,71,2532,2532.0,1.0,skat
Moderaterne,Radikale Venstre,71,3137,2785.0,0.8877908830092445,skat
Moderaterne,Sambandsflokkurin,71,89,89.0,1.0,skat
Moderaterne,Siumut,71,7,7.0,1.0,skat
Moderaterne,Socialdemokratiet,71,28318,28318.0,1.0,skat
Moderaterne,Socialistisk Folkeparti,71,7718,5848.0,0.7577092511013216,skat
Moderaterne,Uden for folketingsgrupperne,71,2144,1826.0,0.851679104477612,skat
Moderaterne,Venstre,71,12996,12942.0,0.9958448753462604,skat
Radikale Venstre,Radikale Venstre,71,627,627.0,1.0,skat
Radikale Venstre,Sambandsflokkurin,71,46,38.0,0.8260869565217391,skat
Radikale Venstre,Siumut,71,4,0.0,0.0,skat
Radikale Venstre,Socialdemokratiet,71,15229,13547.0,0.8895528268435222,skat
Radikale Venstre,Socialistisk Folkeparti,71,4144,3181.0,0.7676158301158301,skat
Radikale Venstre,Uden for folketingsgrupperne,71,1147,922.0,0.8038360941586749,skat
Radikale Venstre,Venstre,71,6996,6217.0,0.8886506575185821,skat
Sambandsflokkurin,Siumut,71,1,1.0,1.0,skat
Sambandsflokkurin,Socialdemokratiet,71,397,397.0,1.0,skat
Sambandsflokkurin,Socialistisk Folkeparti,71,109,91.0,0.8348623853211009,skat
Sambandsflokkurin,Uden for folketingsgrupperne,71,32,30.0,0.9375,skat
Sambandsflokkurin,Venstre,71,168,168.0,1.0,skat
Siumut,Socialdemokratiet,71,32,32.0,1.0,skat
Siumut,Socialistisk Folkeparti,71,9,0.0,0.0,skat
Siumut,Uden for folketingsgrupperne,71,3,3.0,1.0,skat
Siumut,Venstre,71,13,13.0,1.0,skat
Socialdemokratiet,Socialdemokratiet,71,66898,66898.0,1.0,skat
Socialdemokratiet,Socialistisk Folkeparti,71,37547,28213.0,0.751404905851333,skat
Socialdemokratiet,Uden for folketingsgrupperne,71,10501,8946.0,0.8519188648700123,skat
Socialdemokratiet,Venstre,71,63561,63300.0,0.995893708406098,skat
Socialistisk Folkeparti,Socialistisk Folkeparti,71,4557,4543.0,0.9969278033794163,skat
Socialistisk Folkeparti,Uden for folketingsgrupperne,71,2862,2029.0,0.7089447938504543,skat
Socialistisk Folkeparti,Venstre,71,17324,12945.0,0.7472292773031632,skat
Uden for folketingsgrupperne,Uden for folketingsgrupperne,71,271,199.0,0.7343173431734318,skat
Uden for folketingsgrupperne,Venstre,71,4856,4126.0,0.8496705107084019,skat
Venstre,Venstre,71,13803,13687.0,0.9915960298485836,skat
