party_a,party_b,Period,total_votes_shared,total_votes_agreed,weight,topic
Liberal Alliance,Radikale Venstre,70,5487,2523.0,0.4598141060688901,immigration
Liberal Alliance,Sambandsflokkurin,70,15,15.0,1.0,immigration
Liberal Alliance,Socialdemokratiet,70,18914,12408.0,0.656021994289944,immigration
Liberal Alliance,Socialistisk Folkeparti,70,5729,2605.0,0.4547041368476174,immigration
Liberal Alliance,Uden for folketingsgrupperne,70,2090,1458.0,0.6976076555023923,immigration
Liberal Alliance,Venstre,70,14810,11994.0,0.8098582039162728,immigration
Moderaterne,Radikale Venstre,70,14,7.0,0.5,immigration
Moderaterne,Socialdemokratiet,70,60,30.0,0.5,immigration
Moderaterne,Socialistisk Folkeparti,70,18,9.0,0.5,immigration
Moderaterne,Uden for folketingsgrupperne,70,5,0.0,0.0,immigration
Moderaterne,Venstre,70,44,22.0,0.5,immigration
Naleraq,Radikale Venstre,70,7,7.0,1.0,immigration
Naleraq,Socialdemokratiet,70,28,28.0,1.0,immigration
Naleraq,Socialistisk Folkeparti,70,8,8.0,1.0,immigration
Naleraq,Uden for folketingsgrupperne,70,2,2.0,1.0,immigration
Naleraq,Venstre,70,22,22.0,1.0,immigration
Radikale Venstre,Radikale Venstre,70,8046,7978.0,0.9915485955754412,immigration
Radikale Venstre,Sambandsflokkurin,70,62,36.0,0.5806451612903226,immigration
Radikale Venstre,Socialdemokratiet,70,62256,41172.0,0.6613338473400154,immigration
Radikale Venstre,Socialistisk Folkeparti,70,18842,16936.0,0.8988430102961469,immigration
Radikale Venstre,Uden for folketingsgrupperne,70,6837,2593.0,0.37925990931695186,immigration
Radikale Venstre,Venstre,70,48797,26125.0,0.5353812734389409,immigration
Sambandsflokkurin,Socialdemokratiet,70,189,135.0,0.7142857142857143,immigration
Sambandsflokkurin,Socialistisk Folkeparti,70,63,36.0,0.5714285714285714,immigration
Sambandsflokkurin,Uden for folketingsgrupperne,70,13,9.0,0.6923076923076923,immigration
Sambandsflokkurin,Venstre,70,145,145.0,1.0,immigration
Socialdemokratiet,Socialdemokratiet,70,104881,104480.0,0.9961766192160639,immigration
Socialdemokratiet,Socialistisk Folkeparti,70,65164,45326.0,0.6955681050886993,immigration
Socialdemokratiet,Uden for folketingsgrupperne,70,23693,13298.0,0.5612628202422657,immigration
Socialdemokratiet,Venstre,70,169886,129521.0,0.7623994914236606,immigration
