voting_id,party,politician,vote_type,Period
9913,Venstre,Hans Andersen,4,71
9913,Venstre,Anni Matthiesen,4,71
9913,Socialdemokratiet,Pernille Rosenkrantz-Theil,4,71
9913,Venstre,Jacob Jensen,4,71
9913,Danmarksdemokraterne,Inger Støjberg,2,71
9913,Socialistisk Folkeparti,Karsten Hønge,2,71
9913,Socialdemokratiet,Thomas Jensen,4,71
9913,Socialdemokratiet,Simon Kollerup,4,71
9913,Socialdemokratiet,Jens Joel,4,71
9913,Socialdemokratiet,Jeppe Bruus,4,71
9913,Socialistisk Folkeparti,Lisbeth Bech-Nielsen,2,71
9913,Socialdemokratiet,Morten Bødskov,4,71
9913,Socialdemokratiet,Flemming Møller Mortensen,4,71
9913,Dansk Folkeparti,Morten Messerschmidt,2,71
9913,Socialdemokratiet,Magnus Heunicke,4,71
9913,Socialdemokratiet,Leif Lahn Jensen,4,71
9913,Socialdemokratiet,Rasmus Horn Langhoff,4,71
9913,Socialdemokratiet,Per Husted,4,71
9913,Socialdemokratiet,Karin Gaardsted,4,71
9913,Socialdemokratiet,Ane Halsboe-Jørgensen,4,71
9913,Danmarksdemokraterne,Marlene Harpsøe,2,71
9913,Det Konservative Folkeparti,Rasmus Jarlov,2,71
9913,Venstre,Søren Gade,4,71
9913,Enhedslisten,Jette Gottlieb,2,71
9913,Det Konservative Folkeparti,Per Larsen,2,71
9913,Socialdemokratiet,Lea Wermelin,4,71
9913,Socialdemokratiet,Christian Rabjerg Madsen,4,71
9913,Dansk Folkeparti,Peter Kofod,2,71
9913,Alternativet,Torsten Gejl,2,71
9913,Enhedslisten,Pelle Dragsted,2,71
9913,Liberal Alliance,Carsten Bach,2,71
9913,Socialdemokratiet,Kaare Dybvad Bek,4,71
9913,Socialdemokratiet,Kasper Roug,4,71
9913,Socialdemokratiet,Malte Larsen,4,71
9913,Socialistisk Folkeparti,Serdal Benli,2,71
9913,Enhedslisten,Victoria Velasquez,2,71
9913,Venstre,Kim Valentin,4,71
9913,Venstre,Christoffer Aagaard Melson,4,71
9914,Dansk Folkeparti,Alex Ahrendtsen,2,71
9914,Danmarksdemokraterne,Søren Espersen,1,71
9914,Socialdemokratiet,Astrid Krag,1,71
9914,Venstre,Erling Bonnesen,1,71
9914,Venstre,Torsten Schack Pedersen,1,71
9914,Venstre,Louise Elholm,1,71
9914,Socialdemokratiet,Jesper Petersen,1,71
9914,Venstre,Jan E. Jørgensen,1,71
9914,Enhedslisten,Trine Pertou Mach,2,71
9914,Radikale Venstre,Lotte Rod,1,71
9914,Danmarksdemokraterne,Dennis Flydtkjær,1,71
9914,Socialistisk Folkeparti,Karina Lorentzen Dehnhardt,1,71
9914,Venstre,Hans Christian Schmidt,1,71
9914,Venstre,Christian Friis Bach,1,71
9914,Socialdemokratiet,Mogens Jensen,1,71
9914,Venstre,Hans Andersen,1,71
9914,Socialdemokratiet,Pernille Rosenkrantz-Theil,1,71
9914,Venstre,Michael Aastrup Jensen,1,71
9914,Det Konservative Folkeparti,Mai Mercado,1,71
9914,Radikale Venstre,Zenia Stampe,1,71
9914,Venstre,Kristian Pihl Lorentzen,1,71
9914,Socialistisk Folkeparti,Karsten Hønge,1,71
9914,Socialdemokratiet,Thomas Jensen,1,71
9914,Socialdemokratiet,Simon Kollerup,1,71
9914,Socialdemokratiet,Jeppe Bruus,1,71
9914,Venstre,Lars Christian Lilleholt,1,71
9914,Socialistisk Folkeparti,Lisbeth Bech-Nielsen,1,71
9914,Socialdemokratiet,Morten Bødskov,1,71
9914,Socialdemokratiet,Flemming Møller Mortensen,1,71
9914,Socialdemokratiet,Magnus Heunicke,1,71
9914,Dansk Folkeparti,Pia Kjærsgaard,2,71
9914,Socialdemokratiet,Bjarne Laustsen,1,71
9914,Socialdemokratiet,Leif Lahn Jensen,1,71
9914,Socialdemokratiet,Karin Gaardsted,1,71
9914,Enhedslisten,Søren Egge Rasmussen,2,71
9914,Det Konservative Folkeparti,Rasmus Jarlov,1,71
9914,Venstre,Søren Gade,1,71
9914,Socialdemokratiet,Lea Wermelin,1,71
9914,Socialdemokratiet,Christian Rabjerg Madsen,1,71
9914,Socialdemokratiet,Mattias Tesfaye,1,71
9914,Danmarksdemokraterne,Lise Bech,1,71
9914,Socialdemokratiet,Peter Hummelgaard,1,71
9914,Liberal Alliance,Carsten Bach,1,71
9914,Socialdemokratiet,Kaare Dybvad Bek,1,71
9914,Socialdemokratiet,Kasper Roug,1,71
9914,Socialdemokratiet,Anne Paulin,1,71
9914,Enhedslisten,Peder Hvelplund,2,71
9914,Det Konservative Folkeparti,Brigitte Klintskov Jerkel,1,71
9914,Socialistisk Folkeparti,Carl Valentin,1,71
9914,Socialistisk Folkeparti,Serdal Benli,1,71
9914,Enhedslisten,Mai Villadsen,2,71
9914,Venstre,Kim Valentin,1,71
9914,Venstre,Morten Dahlin,1,71
9914,Venstre,Christoffer Aagaard Melson,1,71
9914,Venstre,Heidi Bank,1,71
9915,Dansk Folkeparti,Alex Ahrendtsen,2,71
9915,Danmarksdemokraterne,Søren Espersen,1,71
9915,Venstre,Erling Bonnesen,1,71
9915,Venstre,Torsten Schack Pedersen,1,71
9915,Danmarksdemokraterne,Hans Kristian Skibby,1,71
9915,Venstre,Louise Elholm,1,71
9915,Socialdemokratiet,Jesper Petersen,1,71
9915,Liberal Alliance,Ole Birk Olesen,1,71
9915,Venstre,Jan E. Jørgensen,1,71
9915,Radikale Venstre,Lotte Rod,1,71
9915,Socialdemokratiet,Trine Bramsen,1,71
9915,Danmarksdemokraterne,Dennis Flydtkjær,1,71
9915,Socialdemokratiet,Benny Engelbrecht,1,71
9915,Socialistisk Folkeparti,Karina Lorentzen Dehnhardt,1,71
9915,Venstre,Hans Christian Schmidt,1,71
9915,Venstre,Preben Bang Henriksen,1,71
9915,Venstre,Sophie Løhde,1,71
9915,Venstre,Christian Friis Bach,1,71
9915,Socialdemokratiet,Ida Auken,1,71
9915,Socialdemokratiet,Mogens Jensen,1,71
9915,Danmarksdemokraterne,Karina Adsbøl,1,71
9915,Venstre,Hans Andersen,1,71
9915,Venstre,Anni Matthiesen,1,71
9915,Venstre,Peter Juel-Jensen,1,71
9915,Radikale Venstre,Zenia Stampe,1,71
9915,Venstre,Kristian Pihl Lorentzen,1,71
9915,Socialdemokratiet,Simon Kollerup,1,71
9915,Socialdemokratiet,Jens Joel,1,71
9915,Socialistisk Folkeparti,Lisbeth Bech-Nielsen,1,71
9915,Socialdemokratiet,Bjarne Laustsen,1,71
9915,Socialdemokratiet,Leif Lahn Jensen,1,71
9915,Socialdemokratiet,Per Husted,1,71
9915,Socialdemokratiet,Ane Halsboe-Jørgensen,1,71
9915,Enhedslisten,Søren Egge Rasmussen,1,71
9915,Danmarksdemokraterne,Marlene Harpsøe,1,71
9915,Venstre,Søren Gade,1,71
9915,Det Konservative Folkeparti,Per Larsen,1,71
9915,Socialdemokratiet,Lea Wermelin,1,71
9915,Socialdemokratiet,Christian Rabjerg Madsen,1,71
9915,Dansk Folkeparti,Peter Kofod,2,71
9915,Socialdemokratiet,Mattias Tesfaye,1,71
9915,Socialdemokratiet,Peter Hummelgaard,1,71
9915,Socialdemokratiet,Kaare Dybvad Bek,1,71
9915,Socialdemokratiet,Kasper Roug,1,71
9915,Socialdemokratiet,Anne Paulin,1,71
9915,Enhedslisten,Peder Hvelplund,1,71
9915,Socialistisk Folkeparti,Kirsten Normann Andersen,1,71
9915,Socialistisk Folkeparti,Carl Valentin,1,71
9915,Socialistisk Folkeparti,Serdal Benli,1,71
9915,Enhedslisten,Mai Villadsen,1,71
9915,Enhedslisten,Victoria Velasquez,1,71
9915,Venstre,Kim Valentin,1,71
9915,Venstre,Morten Dahlin,1,71
9915,Venstre,Christoffer Aagaard Melson,1,71
9916,Dansk Folkeparti,Alex Ahrendtsen,1,71
9916,Danmarksdemokraterne,Søren Espersen,1,71
9916,Venstre,Erling Bonnesen,1,71
9916,Venstre,Torsten Schack Pedersen,1,71
9916,Danmarksdemokraterne,Hans Kristian Skibby,1,71
9916,Venstre,Louise Elholm,1,71
9916,Socialdemokratiet,Jesper Petersen,1,71
9916,Liberal Alliance,Ole Birk Olesen,1,71
9916,Venstre,Jan E. Jørgensen,1,71
9916,Radikale Venstre,Lotte Rod,1,71
9916,Socialdemokratiet,Trine Bramsen,1,71
9916,Danmarksdemokraterne,Dennis Flydtkjær,1,71
9916,Socialdemokratiet,Benny Engelbrecht,1,71
9916,Socialistisk Folkeparti,Karina Lorentzen Dehnhardt,1,71
9916,Venstre,Hans Christian Schmidt,1,71
9916,Venstre,Preben Bang Henriksen,1,71
9916,Venstre,Sophie Løhde,1,71
9916,Venstre,Christian Friis Bach,1,71
9916,Socialdemokratiet,Ida Auken,1,71
9916,Socialdemokratiet,Mogens Jensen,1,71
9916,Danmarksdemokraterne,Karina Adsbøl,1,71
9916,Venstre,Hans Andersen,1,71
9916,Venstre,Anni Matthiesen,1,71
9916,Venstre,Peter Juel-Jensen,1,71
9916,Radikale Venstre,Zenia Stampe,1,71
9916,Venstre,Kristian Pihl Lorentzen,1,71
9916,Socialdemokratiet,Simon Kollerup,1,71
9916,Socialdemokratiet,Jens Joel,1,71
9916,Socialistisk Folkeparti,Lisbeth Bech-Nielsen,1,71
9916,Socialdemokratiet,Bjarne Laustsen,1,71
9916,Socialdemokratiet,Leif Lahn Jensen,1,71
9916,Socialdemokratiet,Per Husted,1,71
9916,Socialdemokratiet,Ane Halsboe-Jørgensen,1,71
9916,Enhedslisten,Søren Egge Rasmussen,1,71
9916,Danmarksdemokraterne,Marlene Harpsøe,1,71
9916,Venstre,Søren Gade,1,71
9916,Det Konservative Folkeparti,Per Larsen,1,71
9916,Socialdemokratiet,Lea Wermelin,1,71
9916,Socialdemokratiet,Christian Rabjerg Madsen,1,71
9916,Dansk Folkeparti,Peter Kofod,1,71
9916,Socialdemokratiet,Mattias Tesfaye,1,71
9916,Socialdemokratiet,Peter Hummelgaard,1,71
9916,Socialdemokratiet,Kaare Dybvad Bek,1,71
9916,Socialdemokratiet,Kasper Roug,1,71
9916,Socialdemokratiet,Anne Paulin,1,71
9916,Enhedslisten,Peder Hvelplund,1,71
9916,Socialistisk Folkeparti,Carl Valentin,1,71
9916,Socialistisk Folkeparti,Serdal Benli,1,71
9916,Enhedslisten,Mai Villadsen,1,71
9916,Enhedslisten,Victoria Velasquez,1,71
9916,Venstre,Kim Valentin,1,71
9916,Venstre,Morten Dahlin,1,71
9916,Venstre,Christoffer Aagaard Melson,1,71
9917,Dansk Folkeparti,Alex Ahrendtsen,2,71
9917,Danmarksdemokraterne,Søren Espersen,2,71
9917,Venstre,Erling Bonnesen,1,71
9917,Venstre,Torsten Schack Pedersen,1,71
9917,Danmarksdemokraterne,Hans Kristian Skibby,2,71
9917,Venstre,Louise Elholm,1,71
9917,Socialdemokratiet,Jesper Petersen,1,71
9917,Liberal Alliance,Ole Birk Olesen,2,71
9917,Venstre,Jan E. Jørgensen,1,71
9917,Radikale Venstre,Lotte Rod,2,71
9917,Socialdemokratiet,Trine Bramsen,1,71
9917,Danmarksdemokraterne,Dennis Flydtkjær,2,71
9917,Socialdemokratiet,Benny Engelbrecht,1,71
9917,Socialistisk Folkeparti,Karina Lorentzen Dehnhardt,2,71
9917,Venstre,Hans Christian Schmidt,1,71
9917,Venstre,Preben Bang Henriksen,1,71
9917,Venstre,Sophie Løhde,1,71
9917,Venstre,Christian Friis Bach,1,71
9917,Socialdemokratiet,Ida Auken,1,71
9917,Socialdemokratiet,Mogens Jensen,1,71
9917,Danmarksdemokraterne,Karina Adsbøl,2,71
9917,Venstre,Hans Andersen,1,71
9917,Venstre,Anni Matthiesen,1,71
9917,Venstre,Peter Juel-Jensen,1,71
9917,Radikale Venstre,Zenia Stampe,2,71
9917,Venstre,Kristian Pihl Lorentzen,1,71
9917,Socialdemokratiet,Simon Kollerup,1,71
9917,Socialdemokratiet,Jens Joel,1,71
9917,Socialistisk Folkeparti,Lisbeth Bech-Nielsen,2,71
9917,Socialdemokratiet,Bjarne Laustsen,1,71
9917,Socialdemokratiet,Leif Lahn Jensen,1,71
9917,Socialdemokratiet,Per Husted,1,71
9917,Socialdemokratiet,Ane Halsboe-Jørgensen,1,71
9917,Enhedslisten,Søren Egge Rasmussen,2,71
9917,Danmarksdemokraterne,Marlene Harpsøe,2,71
9917,Venstre,Søren Gade,1,71
9917,Det Konservative Folkeparti,Per Larsen,2,71
9917,Socialdemokratiet,Lea Wermelin,1,71
9917,Socialdemokratiet,Christian Rabjerg Madsen,1,71
9917,Dansk Folkeparti,Peter Kofod,2,71
9917,Socialdemokratiet,Mattias Tesfaye,1,71
9917,Socialdemokratiet,Peter Hummelgaard,1,71
9917,Socialdemokratiet,Kaare Dybvad Bek,1,71
9917,Socialdemokratiet,Kasper Roug,1,71
9917,Socialdemokratiet,Anne Paulin,1,71
9917,Enhedslisten,Peder Hvelplund,2,71
9917,Socialistisk Folkeparti,Kirsten Normann Andersen,2,71
9917,Socialistisk Folkeparti,Carl Valentin,2,71
9917,Socialistisk Folkeparti,Serdal Benli,2,71
9917,Enhedslisten,Mai Villadsen,2,71
9917,Enhedslisten,Victoria Velasquez,2,71
9917,Venstre,Kim Valentin,1,71
9917,Venstre,Morten Dahlin,1,71
9917,Venstre,Christoffer Aagaard Melson,1,71
9918,Dansk Folkeparti,Alex Ahrendtsen,2,71
9918,Danmarksdemokraterne,Søren Espersen,1,71
9918,Danmarksdemokraterne,Peter Skaarup,1,71
9918,Moderaterne,Jakob Engel-Schmidt,1,71
9918,Venstre,Torsten Schack Pedersen,1,71
9918,Danmarksdemokraterne,Hans Kristian Skibby,1,71
9918,Venstre,Louise Elholm,1,71
9918,Liberal Alliance,Ole Birk Olesen,1,71
9918,Venstre,Jan E. Jørgensen,1,71
9918,Enhedslisten,Trine Pertou Mach,1,71
9918,Radikale Venstre,Lotte Rod,1,71
9918,Socialistisk Folkeparti,Karina Lorentzen Dehnhardt,1,71
9918,Venstre,Hans Christian Schmidt,1,71
9918,Venstre,Sophie Løhde,1,71
9918,Venstre,Christian Friis Bach,1,71
9918,Venstre,Thomas Danielsen,1,71
9918,Socialdemokratiet,Ida Auken,1,71
9918,Socialdemokratiet,Mogens Jensen,1,71
9918,Danmarksdemokraterne,Karina Adsbøl,1,71
9918,Venstre,Hans Andersen,1,71
9918,Socialdemokratiet,Pernille Rosenkrantz-Theil,1,71
9918,Enhedslisten,Søren Søndergaard,1,71
9918,Venstre,Michael Aastrup Jensen,1,71
9918,Venstre,Peter Juel-Jensen,1,71
9918,Det Konservative Folkeparti,Mai Mercado,1,71
9918,Radikale Venstre,Zenia Stampe,1,71
9918,Venstre,Kristian Pihl Lorentzen,1,71
9918,Socialdemokratiet,Thomas Jensen,1,71
9918,Socialdemokratiet,Simon Kollerup,1,71
9918,Socialdemokratiet,Jeppe Bruus,1,71
9918,Venstre,Lars Christian Lilleholt,1,71
9918,Socialdemokratiet,Morten Bødskov,1,71
9918,Socialdemokratiet,Flemming Møller Mortensen,1,71
9918,Socialdemokratiet,Magnus Heunicke,1,71
9918,Socialdemokratiet,Bjarne Laustsen,1,71
9918,Socialdemokratiet,Rasmus Prehn,1,71
9918,Socialdemokratiet,Per Husted,1,71
9918,Socialdemokratiet,Karin Gaardsted,1,71
9918,Socialdemokratiet,Ane Halsboe-Jørgensen,1,71
9918,Enhedslisten,Søren Egge Rasmussen,1,71
9918,Danmarksdemokraterne,Marlene Harpsøe,1,71
9918,Det Konservative Folkeparti,Rasmus Jarlov,1,71
9918,Venstre,Søren Gade,1,71
9918,Dansk Folkeparti,Peter Kofod,2,71
9918,Socialdemokratiet,Peter Hummelgaard,1,71
9918,Socialistisk Folkeparti,Jacob Mark,1,71
9918,Socialdemokratiet,Kasper Roug,1,71
9918,Socialdemokratiet,Malte Larsen,1,71
9918,Socialdemokratiet,Anne Paulin,1,71
9918,Socialistisk Folkeparti,Kirsten Normann Andersen,1,71
9918,Socialistisk Folkeparti,Serdal Benli,1,71
9918,Enhedslisten,Victoria Velasquez,1,71
9918,Venstre,Christoffer Aagaard Melson,1,71
9918,Venstre,Heidi Bank,1,71
9918,Venstre,Marie Bjerre,1,71
9919,Dansk Folkeparti,Alex Ahrendtsen,2,71
9919,Danmarksdemokraterne,Søren Espersen,2,71
9919,Danmarksdemokraterne,Peter Skaarup,2,71
9919,Venstre,Erling Bonnesen,1,71
9919,Moderaterne,Jakob Engel-Schmidt,1,71
9919,Venstre,Torsten Schack Pedersen,1,71
9919,Danmarksdemokraterne,Hans Kristian Skibby,2,71
9919,Venstre,Louise Elholm,1,71
9919,Liberal Alliance,Ole Birk Olesen,1,71
9919,Venstre,Jan E. Jørgensen,1,71
9919,Enhedslisten,Trine Pertou Mach,1,71
9919,Radikale Venstre,Lotte Rod,1,71
9919,Socialistisk Folkeparti,Karina Lorentzen Dehnhardt,1,71
9919,Venstre,Hans Christian Schmidt,1,71
9919,Venstre,Sophie Løhde,1,71
9919,Venstre,Christian Friis Bach,1,71
9919,Venstre,Thomas Danielsen,1,71
9919,Socialdemokratiet,Ida Auken,1,71
9919,Socialdemokratiet,Mogens Jensen,1,71
9919,Danmarksdemokraterne,Karina Adsbøl,2,71
9919,Socialdemokratiet,Pernille Rosenkrantz-Theil,1,71
9919,Enhedslisten,Søren Søndergaard,1,71
9919,Venstre,Michael Aastrup Jensen,1,71
9919,Venstre,Peter Juel-Jensen,1,71
9919,Det Konservative Folkeparti,Mai Mercado,1,71
9919,Radikale Venstre,Zenia Stampe,1,71
9919,Venstre,Kristian Pihl Lorentzen,1,71
9919,Socialdemokratiet,Thomas Jensen,1,71
9919,Socialdemokratiet,Simon Kollerup,1,71
9919,Socialdemokratiet,Jens Joel,1,71
9919,Socialdemokratiet,Jeppe Bruus,1,71
9919,Venstre,Lars Christian Lilleholt,1,71
9919,Socialdemokratiet,Morten Bødskov,1,71
9919,Socialdemokratiet,Flemming Møller Mortensen,1,71
9919,Socialdemokratiet,Magnus Heunicke,1,71
9919,Socialdemokratiet,Bjarne Laustsen,1,71
9919,Socialdemokratiet,Rasmus Prehn,1,71
9919,Socialdemokratiet,Per Husted,1,71
9919,Socialdemokratiet,Karin Gaardsted,1,71
9919,Socialdemokratiet,Ane Halsboe-Jørgensen,1,71
9919,Enhedslisten,Søren Egge Rasmussen,1,71
9919,Danmarksdemokraterne,Marlene Harpsøe,2,71
9919,Det Konservative Folkeparti,Rasmus Jarlov,1,71
9919,Venstre,Søren Gade,1,71
9919,Dansk Folkeparti,Peter Kofod,2,71
9919,Socialdemokratiet,Peter Hummelgaard,1,71
9919,Socialistisk Folkeparti,Jacob Mark,1,71
9919,Socialdemokratiet,Kasper Roug,1,71
9919,Socialdemokratiet,Malte Larsen,1,71
9919,Socialdemokratiet,Anne Paulin,1,71
9919,Socialistisk Folkeparti,Kirsten Normann Andersen,1,71
9919,Socialistisk Folkeparti,Serdal Benli,1,71
9919,Enhedslisten,Victoria Velasquez,1,71
9919,Venstre,Christoffer Aagaard Melson,1,71
9919,Venstre,Heidi Bank,1,71
9919,Venstre,Marie Bjerre,1,71
9920,Dansk Folkeparti,Alex Ahrendtsen,1,71
9920,Danmarksdemokraterne,Søren Espersen,1,71
9920,Danmarksdemokraterne,Peter Skaarup,1,71
9920,Venstre,Erling Bonnesen,1,71
9920,Moderaterne,Jakob Engel-Schmidt,1,71
9920,Venstre,Torsten Schack Pedersen,1,71
9920,Danmarksdemokraterne,Hans Kristian Skibby,1,71
9920,Venstre,Louise Elholm,1,71
9920,Liberal Alliance,Ole Birk Olesen,1,71
9920,Venstre,Jan E. Jørgensen,1,71
9920,Enhedslisten,Trine Pertou Mach,1,71
9920,Radikale Venstre,Lotte Rod,1,71
9920,Socialistisk Folkeparti,Karina Lorentzen Dehnhardt,1,71
9920,Venstre,Hans Christian Schmidt,1,71
9920,Venstre,Sophie Løhde,1,71
9920,Venstre,Christian Friis Bach,1,71
9920,Venstre,Thomas Danielsen,1,71
9920,Socialdemokratiet,Ida Auken,1,71
9920,Socialdemokratiet,Mogens Jensen,1,71
9920,Danmarksdemokraterne,Karina Adsbøl,1,71
9920,Socialdemokratiet,Pernille Rosenkrantz-Theil,1,71
9920,Enhedslisten,Søren Søndergaard,1,71
9920,Venstre,Michael Aastrup Jensen,1,71
9920,Venstre,Peter Juel-Jensen,1,71
9920,Det Konservative Folkeparti,Mai Mercado,1,71
9920,Radikale Venstre,Zenia Stampe,1,71
9920,Venstre,Kristian Pihl Lorentzen,1,71
9920,Socialdemokratiet,Thomas Jensen,1,71
9920,Socialdemokratiet,Simon Kollerup,1,71
9920,Socialdemokratiet,Jens Joel,1,71
9920,Socialdemokratiet,Jeppe Bruus,1,71
9920,Venstre,Lars Christian Lilleholt,1,71
9920,Socialdemokratiet,Morten Bødskov,1,71
9920,Socialdemokratiet,Flemming Møller Mortensen,1,71
9920,Socialdemokratiet,Magnus Heunicke,1,71
9920,Socialdemokratiet,Bjarne Laustsen,1,71
9920,Socialdemokratiet,Rasmus Prehn,1,71
9920,Socialdemokratiet,Per Husted,1,71
9920,Socialdemokratiet,Karin Gaardsted,1,71
9920,Socialdemokratiet,Ane Halsboe-Jørgensen,1,71
9920,Enhedslisten,Søren Egge Rasmussen,1,71
9920,Danmarksdemokraterne,Marlene Harpsøe,1,71
9920,Det Konservative Folkeparti,Rasmus Jarlov,1,71
9920,Venstre,Søren Gade,1,71
9920,Dansk Folkeparti,Peter Kofod,1,71
9920,Socialdemokratiet,Peter Hummelgaard,1,71
9920,Socialistisk Folkeparti,Jacob Mark,1,71
9920,Socialdemokratiet,Kasper Roug,1,71
9920,Socialdemokratiet,Malte Larsen,1,71
9920,Socialdemokratiet,Anne Paulin,1,71
9920,Socialistisk Folkeparti,Kirsten Normann Andersen,1,71
9920,Socialistisk Folkeparti,Serdal Benli,1,71
9920,Enhedslisten,Victoria Velasquez,1,71
9920,Venstre,Christoffer Aagaard Melson,1,71
9920,Venstre,Heidi Bank,1,71
9920,Venstre,Marie Bjerre,1,71
9921,Dansk Folkeparti,Alex Ahrendtsen,4,71
9921,Danmarksdemokraterne,Søren Espersen,1,71
9921,Danmarksdemokraterne,Peter Skaarup,1,71
9921,Venstre,Erling Bonnesen,1,71
9921,Moderaterne,Jakob Engel-Schmidt,1,71
9921,Venstre,Torsten Schack Pedersen,1,71
9921,Danmarksdemokraterne,Hans Kristian Skibby,1,71
9921,Venstre,Louise Elholm,1,71
9921,Liberal Alliance,Ole Birk Olesen,1,71
9921,Venstre,Jan E. Jørgensen,1,71
9921,Enhedslisten,Trine Pertou Mach,1,71
9921,Radikale Venstre,Lotte Rod,1,71
9921,Socialistisk Folkeparti,Karina Lorentzen Dehnhardt,1,71
9921,Venstre,Hans Christian Schmidt,1,71
9921,Venstre,Sophie Løhde,1,71
9921,Venstre,Christian Friis Bach,1,71
9921,Venstre,Thomas Danielsen,1,71
9921,Socialdemokratiet,Ida Auken,1,71
9921,Socialdemokratiet,Mogens Jensen,1,71
9921,Danmarksdemokraterne,Karina Adsbøl,1,71
9921,Socialdemokratiet,Pernille Rosenkrantz-Theil,1,71
9921,Enhedslisten,Søren Søndergaard,1,71
9921,Venstre,Michael Aastrup Jensen,1,71
9921,Venstre,Peter Juel-Jensen,1,71
9921,Det Konservative Folkeparti,Mai Mercado,2,71
9921,Radikale Venstre,Zenia Stampe,1,71
9921,Venstre,Kristian Pihl Lorentzen,1,71
9921,Socialdemokratiet,Thomas Jensen,1,71
9921,Socialdemokratiet,Simon Kollerup,1,71
9921,Socialdemokratiet,Jens Joel,1,71
9921,Socialdemokratiet,Jeppe Bruus,1,71
9921,Venstre,Lars Christian Lilleholt,1,71
9921,Socialdemokratiet,Morten Bødskov,1,71
9921,Socialdemokratiet,Flemming Møller Mortensen,1,71
9921,Socialdemokratiet,Magnus Heunicke,1,71
9921,Socialdemokratiet,Bjarne Laustsen,1,71
9921,Socialdemokratiet,Rasmus Prehn,1,71
9921,Socialdemokratiet,Per Husted,1,71
9921,Socialdemokratiet,Karin Gaardsted,1,71
9921,Socialdemokratiet,Ane Halsboe-Jørgensen,1,71
9921,Enhedslisten,Søren Egge Rasmussen,1,71
9921,Danmarksdemokraterne,Marlene Harpsøe,1,71
9921,Det Konservative Folkeparti,Rasmus Jarlov,2,71
9921,Venstre,Søren Gade,1,71
9921,Dansk Folkeparti,Peter Kofod,4,71
9921,Socialdemokratiet,Peter Hummelgaard,1,71
9921,Socialistisk Folkeparti,Jacob Mark,1,71
9921,Socialdemokratiet,Kasper Roug,1,71
9921,Socialdemokratiet,Malte Larsen,1,71
9921,Socialdemokratiet,Anne Paulin,1,71
9921,Socialistisk Folkeparti,Kirsten Normann Andersen,1,71
9921,Socialistisk Folkeparti,Serdal Benli,1,71
9921,Enhedslisten,Victoria Velasquez,1,71
9921,Venstre,Christoffer Aagaard Melson,1,71
9921,Venstre,Heidi Bank,1,71
9921,Venstre,Marie Bjerre,1,71
9922,Dansk Folkeparti,Alex Ahrendtsen,1,71
9922,Danmarksdemokraterne,Søren Espersen,1,71
9922,Danmarksdemokraterne,Peter Skaarup,1,71
9922,Venstre,Erling Bonnesen,1,71
9922,Moderaterne,Jakob Engel-Schmidt,1,71
9922,Venstre,Torsten Schack Pedersen,1,71
9922,Danmarksdemokraterne,Hans Kristian Skibby,1,71
9922,Venstre,Louise Elholm,1,71
9922,Liberal Alliance,Ole Birk Olesen,2,71
9922,Venstre,Jan E. Jørgensen,1,71
9922,Enhedslisten,Trine Pertou Mach,1,71
9922,Radikale Venstre,Lotte Rod,2,71
9922,Socialistisk Folkeparti,Karina Lorentzen Dehnhardt,1,71
9922,Venstre,Hans Christian Schmidt,1,71
9922,Venstre,Sophie Løhde,1,71
9922,Venstre,Christian Friis Bach,1,71
9922,Venstre,Thomas Danielsen,1,71
9922,Socialdemokratiet,Ida Auken,1,71
9922,Socialdemokratiet,Mogens Jensen,1,71
9922,Danmarksdemokraterne,Karina Adsbøl,1,71
9922,Socialdemokratiet,Pernille Rosenkrantz-Theil,1,71
9922,Enhedslisten,Søren Søndergaard,1,71
9922,Venstre,Michael Aastrup Jensen,1,71
9922,Venstre,Peter Juel-Jensen,1,71
9922,Det Konservative Folkeparti,Mai Mercado,2,71
9922,Radikale Venstre,Zenia Stampe,2,71
9922,Venstre,Kristian Pihl Lorentzen,1,71
9922,Socialdemokratiet,Thomas Jensen,1,71
9922,Socialdemokratiet,Simon Kollerup,1,71
9922,Socialdemokratiet,Jens Joel,1,71
9922,Socialdemokratiet,Jeppe Bruus,1,71
9922,Venstre,Lars Christian Lilleholt,1,71
9922,Socialdemokratiet,Morten Bødskov,1,71
9922,Socialdemokratiet,Flemming Møller Mortensen,1,71
9922,Socialdemokratiet,Magnus Heunicke,1,71
9922,Socialdemokratiet,Bjarne Laustsen,1,71
9922,Socialdemokratiet,Rasmus Prehn,1,71
9922,Socialdemokratiet,Per Husted,1,71
9922,Socialdemokratiet,Karin Gaardsted,1,71
9922,Socialdemokratiet,Ane Halsboe-Jørgensen,1,71
9922,Enhedslisten,Søren Egge Rasmussen,1,71
9922,Danmarksdemokraterne,Marlene Harpsøe,1,71
9922,Det Konservative Folkeparti,Rasmus Jarlov,2,71
9922,Venstre,Søren Gade,1,71
9922,Dansk Folkeparti,Peter Kofod,1,71
9922,Socialdemokratiet,Peter Hummelgaard,1,71
9922,Socialistisk Folkeparti,Jacob Mark,1,71
9922,Socialdemokratiet,Kasper Roug,1,71
9922,Socialdemokratiet,Malte Larsen,1,71
9922,Socialdemokratiet,Anne Paulin,1,71
9922,Socialistisk Folkeparti,Kirsten Normann Andersen,1,71
9922,Socialistisk Folkeparti,Serdal Benli,1,71
9922,Enhedslisten,Victoria Velasquez,1,71
