party_a,party_b,Period,total_votes_shared,total_votes_agreed,weight,topic
Nye Borgerlige,Socialistisk Folkeparti,70,6022,2403.0,0.3990368648289605,erhverv
Nye Borgerlige,Uden for Folketingsgrupperne,70,1400,721.0,0.515,erhverv
Nye Borgerlige,Venstre,70,15286,9787.0,0.640259060578307,erhverv
Radikale Venstre,Radikale Venstre,70,12856,12802.0,0.9957996266334785,erhverv
Radikale Venstre,Sambandsflokkurin,70,35,27.0,0.7714285714285715,erhverv
Radikale Venstre,Socialdemokratiet,70,71589,63167.0,0.8823562279121094,erhverv
Radikale Venstre,Socialistisk Folkeparti,70,28545,24614.0,0.8622876160448415,erhverv
Radikale Venstre,Uden for Folketingsgrupperne,70,7142,4924.0,0.6894427331279753,erhverv
Radikale Venstre,Venstre,70,71354,51475.0,0.7214031448832581,erhverv
Sambandsflokkurin,Socialdemokratiet,70,69,69.0,1.0,erhverv
Sambandsflokkurin,Socialistisk Folkeparti,70,32,24.0,0.75,erhverv
Sambandsflokkurin,Uden for Folketingsgrupperne,70,4,4.0,1.0,erhverv
Sambandsflokkurin,Venstre,70,71,71.0,1.0,erhverv
Socialdemokratiet,Socialdemokratiet,70,86292,86241.0,0.9994089834515366,erhverv
Socialdemokratiet,Socialistisk Folkeparti,70,70932,60440.0,0.8520836857835674,erhverv
Socialdemokratiet,Uden for Folketingsgrupperne,70,17222,11855.0,0.6883637208222042,erhverv
Socialdemokratiet,Venstre,70,178597,137074.0,0.7675044933565514,erhverv
Socialistisk Folkeparti,Socialistisk Folkeparti,70,12271,12244.0,0.9977996903267867,erhverv
Socialistisk Folkeparti,Uden for Folketingsgrupperne,70,7024,4674.0,0.6654328018223234,erhverv
Socialistisk Folkeparti,Venstre,70,70290,44342.0,0.6308436477450562,erhverv
Uden for Folketingsgrupperne,Uden for Folketingsgrupperne,70,1017,784.0,0.7708947885939036,erhverv
Uden for Folketingsgrupperne,Venstre,70,16609,10396.0,0.6259257029321452,erhverv
Venstre,Venstre,70,84268,84167.0,0.9988014430151422,erhverv
Alternativet,Alternativet,71,1020,1020.0,1.0,erhverv
Alternativet,Borgernes Parti,71,153,61.0,0.39869281045751637,erhverv
Alternativet,Danmarksdemokraterne,71,5834,4014.0,0.6880356530682208,erhverv
Alternativet,Dansk Folkeparti,71,2897,1842.0,0.6358301691404902,erhverv
Alternativet,Det Konservative Folkeparti,71,3889,2565.0,0.6595525842118797,erhverv
Alternativet,Enhedslisten,71,2277,1795.0,0.7883179622310057,erhverv
Alternativet,Javnaðarflokkurin,71,2,2.0,1.0,erhverv
Alternativet,Liberal Alliance,71,8434,5221.0,0.6190419729665639,erhverv
Alternativet,Moderaterne,71,8191,5112.0,0.624099621535832,erhverv
Alternativet,Naleraq,71,5,5.0,1.0,erhverv
Alternativet,Nye Borgerlige,71,497,311.0,0.6257545271629779,erhverv
Alternativet,Radikale Venstre,71,2338,1775.0,0.7591958939264328,erhverv
Alternativet,Sambandsflokkurin,71,68,56.0,0.8235294117647058,erhverv
Alternativet,Socialdemokratiet,71,21405,13478.0,0.6296659658958187,erhverv
Alternativet,Socialistisk Folkeparti,71,7090,5514.0,0.7777150916784203,erhverv
Alternativet,Uden for Folketingsgrupperne,71,1738,1020.0,0.5868814729574223,erhverv
Alternativet,Venstre,71,7113,4473.0,0.6288485870940531,erhverv
Borgernes Parti,Danmarksdemokraterne,71,349,224.0,0.6418338108882522,erhverv
Borgernes Parti,Dansk Folkeparti,71,172,117.0,0.6802325581395349,erhverv
Borgernes Parti,Det Konservative Folkeparti,71,197,104.0,0.5279187817258884,erhverv
Borgernes Parti,Enhedslisten,71,110,45.0,0.4090909090909091,erhverv
Borgernes Parti,Javnaðarflokkurin,71,1,0.0,0.0,erhverv
Borgernes Parti,Liberal Alliance,71,490,283.0,0.5775510204081633,erhverv
Borgernes Parti,Moderaterne,71,379,131.0,0.34564643799472294,erhverv
Borgernes Parti,Naleraq,71,2,1.0,0.5,erhverv
Borgernes Parti,Radikale Venstre,71,141,47.0,0.3333333333333333,erhverv
Borgernes Parti,Socialdemokratiet,71,1235,433.0,0.35060728744939273,erhverv
Borgernes Parti,Socialistisk Folkeparti,71,335,123.0,0.36716417910447763,erhverv
Borgernes Parti,Uden for Folketingsgrupperne,71,148,76.0,0.5135135135135135,erhverv
Borgernes Parti,Venstre,71,365,130.0,0.3561643835616438,erhverv
Danmarksdemokraterne,Danmarksdemokraterne,71,5056,5051.0,0.9990110759493671,erhverv
Danmarksdemokraterne,Dansk Folkeparti,71,5815,4740.0,0.8151332760103182,erhverv
Danmarksdemokraterne,Det Konservative Folkeparti,71,7664,6422.0,0.8379436325678496,erhverv
Danmarksdemokraterne,Enhedslisten,71,4556,2819.0,0.6187445127304653,erhverv
Danmarksdemokraterne,Javnaðarflokkurin,71,7,7.0,1.0,erhverv
Danmarksdemokraterne,Liberal Alliance,71,17233,13669.0,0.7931874891197122,erhverv
Danmarksdemokraterne,Moderaterne,71,16381,12409.0,0.7575239606861608,erhverv
Danmarksdemokraterne,Naleraq,71,13,7.0,0.5384615384615384,erhverv
Danmarksdemokraterne,Nye Borgerlige,71,885,704.0,0.7954802259887006,erhverv
Danmarksdemokraterne,Radikale Venstre,71,4710,3477.0,0.7382165605095541,erhverv
Danmarksdemokraterne,Sambandsflokkurin,71,118,94.0,0.7966101694915254,erhverv
Danmarksdemokraterne,Socialdemokratiet,71,43394,32680.0,0.7530995068442642,erhverv
Danmarksdemokraterne,Socialistisk Folkeparti,71,14430,9705.0,0.6725571725571725,erhverv
Danmarksdemokraterne,Uden for Folketingsgrupperne,71,4003,2656.0,0.663502373220085,erhverv
Danmarksdemokraterne,Venstre,71,14577,10944.0,0.7507717637373945,erhverv
Dansk Folkeparti,Dansk Folkeparti,71,1045,1040.0,0.9952153110047847,erhverv
Dansk Folkeparti,Det Konservative Folkeparti,71,3847,2839.0,0.737977644918118,erhverv
Dansk Folkeparti,Enhedslisten,71,2278,1297.0,0.5693590869183495,erhverv
Dansk Folkeparti,Javnaðarflokkurin,71,4,4.0,1.0,erhverv
Dansk Folkeparti,Liberal Alliance,71,8419,5780.0,0.6865423446965198,erhverv
Dansk Folkeparti,Moderaterne,71,8103,5573.0,0.6877699617425644,erhverv
Dansk Folkeparti,Naleraq,71,6,4.0,0.6666666666666666,erhverv
Dansk Folkeparti,Nye Borgerlige,71,473,370.0,0.7822410147991543,erhverv
Dansk Folkeparti,Radikale Venstre,71,2314,1535.0,0.6633535004321521,erhverv
Dansk Folkeparti,Sambandsflokkurin,71,63,48.0,0.7619047619047619,erhverv
Dansk Folkeparti,Socialdemokratiet,71,21466,14549.0,0.6777694959470791,erhverv
Dansk Folkeparti,Socialistisk Folkeparti,71,7058,4441.0,0.6292150750920941,erhverv
